,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
47,en,1440874912588066816,432697203, Londontrader7  aprasath56  mansukhmandviya  narendramodi Momota started giving her pic in ceryificates in Jan 21  later stopped   you can find their pictures in mNy other schemes   roads everywhere     https   t co WlqTQjVrOB,1441018025369653252,False, Londontrader7  aprasath56  mansukhmandviya  narendramodi Momota started giving her pic in ceryificates in Jan 21  later stopped   you can find their pictures in mNy other schemes   roads everywhere     https   t co WlqTQjVrOB,2021-09-23T12:34:04.000Z,India,"@Londontrader7 @aprasath56 @mansukhmandviya @narendramodi Momota started giving her pic in ceryificates in Jan 21! later stopped ! you can find their pictures in mNy other schemes , roads everywhere ! ! https://t.co/WlqTQjVrOB",[],[],"['Londontrader7', 'aprasath56', 'mansukhmandviya', 'narendramodi']",['https://t.co/lGpu1dV3ZA'],
48,en,1440874912588066816,432697203, Sudip 007 truth  aprasath56  mansukhmandviya  narendramodi So is there a picture of momta or Arvind on any certificate I am curious to know,1440982990889394181,False, Sudip 007 truth  aprasath56  mansukhmandviya  narendramodi So is there a picture of momta or Arvind on any certificate I am curious to know,2021-09-23T10:14:51.000Z,India,"@Sudip_007_truth @aprasath56 @mansukhmandviya @narendramodi So is there a picture of momta or Arvind on any certificate?
I am curious to know",[],[],"['Sudip_007_truth', 'aprasath56', 'mansukhmandviya', 'narendramodi']",['https://t.co/yqgjjo2dve'],
49,en,1440874912588066816,432697203, aprasath56  mansukhmandviya  narendramodi With due respect CM’s were not behind the race   Most CM’s are also doung same  Be it Momota or Arvind none is behind this race whereever opportunity available  ,1440953574888988674,False, aprasath56  mansukhmandviya  narendramodi With due respect CM’s were not behind the race   Most CM’s are also doung same  Be it Momota or Arvind none is behind this race whereever opportunity available  ,2021-09-23T08:17:58.000Z,India,@aprasath56 @mansukhmandviya @narendramodi With due respect CM’s were not behind the race ! Most CM’s are also doung same! Be it Momota or Arvind none is behind this race whereever opportunity available !,[],[],"['aprasath56', 'mansukhmandviya', 'narendramodi']",['https://t.co/qgTdaeuJTc'],
50,en,1440874912588066816,432697203, Sudip 007 truth  mansukhmandviya  narendramodi How dare you ask this question  How else to promote and self praise PM  Its good platform for advertisement  BJP members will get angry,1440951775670898693,False, Sudip 007 truth  mansukhmandviya  narendramodi How dare you ask this question  How else to promote and self praise PM  Its good platform for advertisement  BJP members will get angry,2021-09-23T08:10:49.000Z,India,@Sudip_007_truth @mansukhmandviya @narendramodi How dare you ask this question? How else to promote and self praise PM. Its good platform for advertisement. BJP members will get angry,[],[],"['Sudip_007_truth', 'mansukhmandviya', 'narendramodi']",['https://t.co/ga66pxwsOa'],
51,en,1440874912588066816,432697203, mansukhmandviya  narendramodi If this is world largest  how about China  Why the ministry lie https   t co 09WH2P67ju https   t co 8ug4jR725l,1440951438897672194,False, mansukhmandviya  narendramodi If this is world largest  how about China  Why the ministry lie https   t co 09WH2P67ju https   t co 8ug4jR725l,2021-09-23T08:09:29.000Z,India,"@mansukhmandviya @narendramodi If this is world largest, how about China? Why the ministry lie?
https://t.co/09WH2P67ju https://t.co/8ug4jR725l",[],[],"['mansukhmandviya', 'narendramodi']",['https://t.co/3AswTx98uV'],
52,en,1440874912588066816,432697203, mansukhmandviya  narendramodi Sir please get the approval for CoVaxin ASAP ,1440943533918076928,False, mansukhmandviya  narendramodi Sir please get the approval for CoVaxin ASAP ,2021-09-23T07:38:04.000Z,India,@mansukhmandviya @narendramodi Sir please get the approval for CoVaxin ASAP.,[],[],"['mansukhmandviya', 'narendramodi']",[],
53,en,1440874912588066816,432697203, mansukhmandviya  narendramodi Sir please look at COVAXIN  WHO approval what happened  it s great we are vaccinating people so fast but vaccine eort should start with COVAXIN being eorted only then governments commitment will be understood by us  Not only  BharatBiotech is responsible govt should push max,1440924038273011716,False, mansukhmandviya  narendramodi Sir please look at COVAXIN  WHO approval what happened  it s great we are vaccinating people so fast but vaccine eort should start with COVAXIN being eorted only then governments commitment will be understood by us  Not only  BharatBiotech is responsible govt should push max,2021-09-23T06:20:36.000Z,India,"@mansukhmandviya @narendramodi Sir please look at COVAXIN @WHO approval what happened, it's great we are vaccinating people so fast but vaccine export should start with COVAXIN being exported only then governments commitment will be understood by us. Not only @BharatBiotech is responsible govt should push max",['xp'],[],"['mansukhmandviya', 'narendramodi', 'WHO']",['https://t.co/roQCs5Ue6x'],
54,hi,1440874912588066816,432697203, Subhash44690696  mansukhmandviya  narendramodi  curesmaindia बच्चों को बचा लीजिए,1440919679946539008,False,,2021-09-23T06:03:17.000Z,India,@Subhash44690696 @mansukhmandviya @narendramodi @curesmaindia बच्चों को बचा लीजिए,[],[],"['Subhash44690696', 'mansukhmandviya', 'narendramodi', 'curesmaindia']",[], Subhash44690696  mansukhmandviya  narendramodi  curesmaindia बच्चों को बचा लीजिए
55,hi,1440874912588066816,432697203, Subhash44690696  mansukhmandviya  narendramodi  curesmaindia कृपया हमारे एसएमए योद्धाओं को बचाएं  वे रीढ़  कूल्हों और कंधे में असहनीय दर्द के साथ जीवन के लिए लड़ रहे हैं  हम माता पिता उनके साथ रोज मर रहे हैं कृपया हमें दवा लेने में मदद करें  दवा  रिसीडिप्लाम,1440915819312025603,False,,2021-09-23T05:47:56.000Z,India,"@Subhash44690696 @mansukhmandviya @narendramodi @curesmaindia कृपया हमारे एसएमए योद्धाओं को बचाएं, वे रीढ़, कूल्हों और कंधे में असहनीय दर्द के साथ जीवन के लिए लड़ रहे हैं, हम माता-पिता उनके साथ रोज मर रहे हैं कृपया हमें दवा लेने में मदद करें 🙏🙏 दवा #रिसीडिप्लाम",['🙏'],[],"['Subhash44690696', 'mansukhmandviya', 'narendramodi', 'curesmaindia']",['https://t.co/LqM8sSrD3A'], Subhash44690696  mansukhmandviya  narendramodi  curesmaindia कृपया हमारे एसएमए योद्धाओं को बचाएं  वे रीढ़  कूल्हों और कंधे में असहनीय दर्द के साथ जीवन के लिए लड़ रहे हैं  हम माता पिता उनके साथ रोज मर रहे हैं कृपया हमें दवा लेने में मदद करें  दवा  रिसीडिप्लाम
56,en,1440874912588066816,432697203, Subhash44690696  mansukhmandviya  narendramodi  curesmaindia Help,1440914739710738435,False, Subhash44690696  mansukhmandviya  narendramodi  curesmaindia Help,2021-09-23T05:43:39.000Z,India,@Subhash44690696 @mansukhmandviya @narendramodi @curesmaindia Help,[],[],"['Subhash44690696', 'mansukhmandviya', 'narendramodi', 'curesmaindia']",[],
57,hi,1440874912588066816,432697203, mansukhmandviya  narendramodi Yahan sirf India me kaam karne wale log hi nahi NRI professionals bhi hain   BharatBiotech ke  covaxin made many sit home ,1440914045591187456,False,,2021-09-23T05:40:54.000Z,India,@mansukhmandviya @narendramodi Yahan sirf India me kaam karne wale log hi nahi NRI professionals bhi hain. @BharatBiotech ke #covaxin made many sit home.,[],[],"['mansukhmandviya', 'narendramodi']",['https://t.co/22GQjIyDvc'], mansukhmandviya  narendramodi Yahan sirf India me kaam karne wale log hi nahi NRI professionals bhi hain   BharatBiotech ke  covaxin made many sit home 
58,en,1440874912588066816,432697203, Subhash44690696  mansukhmandviya  narendramodi  curesmaindia Please support SMA   they need help,1440913209917988869,False, Subhash44690696  mansukhmandviya  narendramodi  curesmaindia Please support SMA   they need help,2021-09-23T05:37:34.000Z,India,@Subhash44690696 @mansukhmandviya @narendramodi @curesmaindia Please support SMA.. they need help,[],[],"['Subhash44690696', 'mansukhmandviya', 'narendramodi', 'curesmaindia']",[],
59,en,1440874912588066816,432697203, mansukhmandviya  narendramodi Kya fayda jab covaxin ka to locha hai hi upar se covishield ka bhi locha chalu  You should find some other job and take  BharatBiotech  SuchitraElla along with you  Saal hone ko 2 mahine bache hai covaxin ko  ab tak ek approval nahi milpaya,1440913120755548162,False, mansukhmandviya  narendramodi Kya fayda jab covaxin ka to locha hai hi upar se covishield ka bhi locha chalu  You should find some other job and take  BharatBiotech  SuchitraElla along with you  Saal hone ko 2 mahine bache hai covaxin ko  ab tak ek approval nahi milpaya,2021-09-23T05:37:13.000Z,India,"@mansukhmandviya @narendramodi Kya fayda jab covaxin ka to locha hai hi upar se covishield ka bhi locha chalu. You should find some other job and take @BharatBiotech @SuchitraElla along with you. Saal hone ko 2 mahine bache hai covaxin ko, ab tak ek approval nahi milpaya",[],[],"['mansukhmandviya', 'narendramodi']",['https://t.co/hR1eMVMVuC'],
60,hi,1440874912588066816,432697203, mansukhmandviya  narendramodi  mansukhmandviya मा केंद्रीय स्वास्थ्य मंत्री जीकृपया दिव्यांग  SMA बच्चों को बचाएं पहले भारत में कोई दवा स्वीकृत नहीं थी लेकिन अब एक दवा  Evrysdi स्वीकृत है हम पर दया करें हम दवा नहीं खरीद सकते curesmaindia         सबका साथ सबका विकास  https   t co 60KB2JIDPl,1440912178219929600,False,,2021-09-23T05:33:28.000Z,India,"@mansukhmandviya @narendramodi @mansukhmandviya 
मा.केंद्रीय स्वास्थ्य मंत्री जी
कृपया दिव्यांग #SMA बच्चों को बचाएं 
पहले भारत में कोई दवा स्वीकृत नहीं थी लेकिन अब एक दवा #Evrysdi स्वीकृत है हम पर दया करें हम दवा नहीं खरीद सकते
@curesmaindia 
       🙏 सबका साथ सबका विकास 🙏 https://t.co/60KB2JIDPl",['🙏'],['SMA'],"['mansukhmandviya', 'narendramodi', 'mansukhmandviya']",['https://t.co/BiPG9hYI0v'], mansukhmandviya  narendramodi  mansukhmandviya मा केंद्रीय स्वास्थ्य मंत्री जीकृपया दिव्यांग  SMA बच्चों को बचाएं पहले भारत में कोई दवा स्वीकृत नहीं थी लेकिन अब एक दवा  Evrysdi स्वीकृत है हम पर दया करें हम दवा नहीं खरीद सकते curesmaindia         सबका साथ सबका विकास  https   t co 60KB2JIDPl
61,en,1440874912588066816,432697203, mansukhmandviya  56perumal  narendramodi Sir get concurrence of Indian made vaccines with WHO at the early and world govts kindly see the issues and sort out if any through directly with the health ministries of other countries and MEA Shree Jaishankar,1440884878078316545,False, mansukhmandviya  56perumal  narendramodi Sir get concurrence of Indian made vaccines with WHO at the early and world govts kindly see the issues and sort out if any through directly with the health ministries of other countries and MEA Shree Jaishankar,2021-09-23T03:44:59.000Z,India,@mansukhmandviya @56perumal @narendramodi Sir get concurrence of Indian made vaccines with WHO at the early and world govts.kindly see the issues and sort out if any through directly with the health ministries of other countries and MEA Shree Jaishankar,[],[],"['mansukhmandviya', '56perumal', 'narendramodi']",['https://t.co/Ug1WSRpvrQ'],
62,en,1440874912588066816,432697203, mansukhmandviya  narendramodi Is there any need to attach photo of PM in the certificate  Just asking  ,1440875248690339840,False, mansukhmandviya  narendramodi Is there any need to attach photo of PM in the certificate  Just asking  ,2021-09-23T03:06:44.000Z,India,@mansukhmandviya @narendramodi Is there any need to attach photo of PM in the certificate? Just asking !,[],[],"['mansukhmandviya', 'narendramodi']",[],
63,en,1440874912588066816,432697203, mansukhmandviya  narendramodi Respected Hon ble  narendramodi sir ji  I have successfully completed 99  COVID 19 vaccination drive for pregnant  lactating women and 7 months to 5 years children mothers from Slaughter House   1 Anganwadi Center sir  Kindly please take a look sir  It means a lot for me sir   https   t co GLNmVaD6wD,1440875157652865033,False, mansukhmandviya  narendramodi Respected Hon ble  narendramodi sir ji  I have successfully completed 99  COVID 19 vaccination drive for pregnant  lactating women and 7 months to 5 years children mothers from Slaughter House   1 Anganwadi Center sir  Kindly please take a look sir  It means a lot for me sir   https   t co GLNmVaD6wD,2021-09-23T03:06:22.000Z,India,"@mansukhmandviya @narendramodi Respected Hon'ble @narendramodi sir ji, I have successfully completed 99% COVID-19 vaccination drive for pregnant, lactating women and 7 months to 5 years children mothers from Slaughter House - 1 Anganwadi Center sir. Kindly please take a look sir. It means a lot for me sir. 🙏 https://t.co/GLNmVaD6wD",['🙏'],[],"['mansukhmandviya', 'narendramodi', 'narendramodi']",['https://t.co/CgzV1unKog'],
64,hi,1440867567791329287,432697203, mansukhmandviya  narendramodi Saras badiya ,1441057607016325125,False,,2021-09-23T15:11:21.000Z,India,@mansukhmandviya @narendramodi Saras badiya 👍👌🌹🙏,"['👍', '👌', '🙏', '🌹']",[],"['mansukhmandviya', 'narendramodi']",[], mansukhmandviya  narendramodi Saras badiya 
65,en,1440867567791329287,432697203, mansukhmandviya  narendramodi  pmcares  3YearsOfPMJAYreal Game changer as far as healthcare of not only poors but also lower middleclass r concerned Medical help upto ₹5lakh is boon not only to patients but also to their families of relieving der financial stress  amp  burden in case of immediate medical needs https   t co CrxrRSYhNv,1441012603505963013,False, mansukhmandviya  narendramodi  pmcares  3YearsOfPMJAYreal Game changer as far as healthcare of not only poors but also lower middleclass r concerned Medical help upto ₹5lakh is boon not only to patients but also to their families of relieving der financial stress  amp  burden in case of immediate medical needs https   t co CrxrRSYhNv,2021-09-23T12:12:32.000Z,India,"@mansukhmandviya @narendramodi #pmcares #3YearsOfPMJAY
real Game changer as far as healthcare of not only poors but also lower middleclass r concerned.
Medical help upto ₹5lakh is boon not only to patients but also to their families of relieving der financial stress &amp; burden in case of immediate medical needs https://t.co/CrxrRSYhNv",[],"['pmcares', '3YearsOfPMJAY']","['mansukhmandviya', 'narendramodi']",['https://t.co/bFDFSNaUZh'],
66,en,1440867567791329287,432697203, mansukhmandviya  MrsGandhi  narendramodi Yeah    making insurance companies rich,1440987624605470720,False, mansukhmandviya  MrsGandhi  narendramodi Yeah    making insurance companies rich,2021-09-23T10:33:16.000Z,India,@mansukhmandviya @MrsGandhi @narendramodi Yeah .. making insurance companies rich,[],[],"['mansukhmandviya', 'MrsGandhi', 'narendramodi']",[],
67,en,1440867567791329287,432697203, mansukhmandviya  smritiirani  narendramodi I think it s unfair to give this benefit to only some and discriminate those who actually pay taxes  This scheme should be open to all Indians  especially those who are paying taxes ,1440965926908686336,False, mansukhmandviya  smritiirani  narendramodi I think it s unfair to give this benefit to only some and discriminate those who actually pay taxes  This scheme should be open to all Indians  especially those who are paying taxes ,2021-09-23T09:07:03.000Z,India,"@mansukhmandviya @smritiirani @narendramodi I think it's unfair to give this benefit to only some and discriminate those who actually pay taxes. This scheme should be open to all Indians, especially those who are paying taxes.",[],[],"['mansukhmandviya', 'smritiirani', 'narendramodi']",['https://t.co/0W9dCVBgP9'],
68,en,1440867567791329287,432697203, mansukhmandviya  narendramodi Please make agriculture of our country entirely depend on cow  Please stop chemical farming completely ,1440961726480982023,False, mansukhmandviya  narendramodi Please make agriculture of our country entirely depend on cow  Please stop chemical farming completely ,2021-09-23T08:50:22.000Z,India,@mansukhmandviya @narendramodi Please make agriculture of our country entirely depend on cow. Please stop chemical farming completely.,[],[],"['mansukhmandviya', 'narendramodi']",[],
69,en,1440867567791329287,432697203, mansukhmandviya  narendramodi Sir  availability of health scheme is very slow  Cards allotment under tortoise speed  Major population is still devoid of its benefits Please take necessary steps to make it the scheme of everyone  and everywhere ,1440952223878373380,False, mansukhmandviya  narendramodi Sir  availability of health scheme is very slow  Cards allotment under tortoise speed  Major population is still devoid of its benefits Please take necessary steps to make it the scheme of everyone  and everywhere ,2021-09-23T08:12:36.000Z,India,"@mansukhmandviya @narendramodi Sir, availability of health scheme is very slow. Cards allotment under tortoise speed. Major population is still devoid of its benefits.
Please take necessary steps to make it the scheme of everyone  and everywhere.",[],[],"['mansukhmandviya', 'narendramodi']",['https://t.co/5KC2Lsd5xG'],
70,en,1440867567791329287,432697203, mansukhmandviya  narendramodi Under ayusman every person gets only 49 ruppee and you call it biggest achievement,1440941442118062082,False, mansukhmandviya  narendramodi Under ayusman every person gets only 49 ruppee and you call it biggest achievement,2021-09-23T07:29:45.000Z,India,@mansukhmandviya @narendramodi Under ayusman every person gets only 49 ruppee and you call it biggest achievement,[],[],"['mansukhmandviya', 'narendramodi']",[],
71,en,1440867567791329287,432697203, mansukhmandviya  narendramodi Population increase illegal citizenship is a big issue,1440941302963576841,False, mansukhmandviya  narendramodi Population increase illegal citizenship is a big issue,2021-09-23T07:29:12.000Z,India,"@mansukhmandviya @narendramodi Population increase,illegal citizenship is a big issue",[],[],"['mansukhmandviya', 'narendramodi']",[],
72,en,1440867567791329287,432697203, mansukhmandviya  narendramodi  WHO  WorldBank  msf  Oxfam Need of the hour isPrimary Health Care   HLL Lifecare Good Quaity Generics  PreventionPredictionPromotionDieticianMCHDentistryEye Care Visiting SpecialistsFree AmbulancesIndia Needtrained Gen PractitionersEmergency Physicians thePHFI,1440932026207535105,False, mansukhmandviya  narendramodi  WHO  WorldBank  msf  Oxfam Need of the hour isPrimary Health Care   HLL Lifecare Good Quaity Generics  PreventionPredictionPromotionDieticianMCHDentistryEye Care Visiting SpecialistsFree AmbulancesIndia Needtrained Gen PractitionersEmergency Physicians thePHFI,2021-09-23T06:52:20.000Z,India,"@mansukhmandviya @narendramodi @WHO @WorldBank @msf @Oxfam 
Need of the hour is
Primary Health Care
( @HLL_Lifecare 
Good Quaity Generics )
Prevention
Prediction
Promotion
Dietician
MCH
Dentistry
Eye Care 
Visiting Specialists
Free Ambulances
India Need
trained Gen Practitioners
Emergency Physicians
@thePHFI",[],[],"['mansukhmandviya', 'narendramodi', 'WHO', 'WorldBank', 'MSF', 'Oxfam', 'HLL_Lifecare']",['https://t.co/wjyRXhtY5P'],
73,hi,1440867567791329287,432697203, mansukhmandviya  narendramodi Saare yojna 1 lac per annum k neechr walo ka   jo 2 3 lac kama rhe hai metro cities main aur rent aur conyenve dekr hardly kuch bacha paate hai unke liye kya aur jo tax pay krte hai unko kya milta hai,1440923857305542668,False,,2021-09-23T06:19:53.000Z,India,@mansukhmandviya @narendramodi Saare yojna 1 lac per annum k neechr walo ka...jo 2-3 lac kama rhe hai metro cities main aur rent aur conyenve dekr hardly kuch bacha paate hai unke liye kya?aur jo tax pay krte hai unko kya milta hai,[],[],"['mansukhmandviya', 'narendramodi']",['https://t.co/bFSRlCjzbw'], mansukhmandviya  narendramodi Saare yojna 1 lac per annum k neechr walo ka   jo 2 3 lac kama rhe hai metro cities main aur rent aur conyenve dekr hardly kuch bacha paate hai unke liye kya aur jo tax pay krte hai unko kya milta hai
74,en,1440867567791329287,432697203, mansukhmandviya  narendramodi What for taayer    atleast give some benefit to  inspite of making govt hospital better using taayer money like this,1440920806364626951,False, mansukhmandviya  narendramodi What for taayer    atleast give some benefit to  inspite of making govt hospital better using taayer money like this,2021-09-23T06:07:45.000Z,India,"@mansukhmandviya @narendramodi What for taxpayer....atleast give some benefit to ,inspite of making govt hospital better using taxpayer money like this",['xp'],[],"['mansukhmandviya', 'narendramodi']",['https://t.co/eegpIVLZaM'],
75,hi,1440867567791329287,432697203, mansukhmandviya  narendramodi हार्दिक अभिनंदन आदरणीय प्रधानमंत्री जी,1440903148831313921,False,,2021-09-23T04:57:36.000Z,India,@mansukhmandviya @narendramodi हार्दिक अभिनंदन आदरणीय प्रधानमंत्री जी,[],[],"['mansukhmandviya', 'narendramodi']",[], mansukhmandviya  narendramodi हार्दिक अभिनंदन आदरणीय प्रधानमंत्री जी
76,en,1440867567791329287,432697203, mansukhmandviya  narendramodi While we are getting back on track with our lives   Khyati lies on the bed waiting for your  help  HelpKhyati fighting against SMA Type1   savekhyati ZolGenSMAPlz help her family buy the medicineDONATE  amp  AMPLIFY https   t co LQlgIfgUpYhttps   t co pe0fItJOa4,1440894816007561216,False, mansukhmandviya  narendramodi While we are getting back on track with our lives   Khyati lies on the bed waiting for your  help  HelpKhyati fighting against SMA Type1   savekhyati ZolGenSMAPlz help her family buy the medicineDONATE  amp  AMPLIFY https   t co LQlgIfgUpYhttps   t co pe0fItJOa4,2021-09-23T04:24:29.000Z,India,"@mansukhmandviya @narendramodi While we are getting back on track with our lives, #Khyati lies on the bed waiting for your #help @HelpKhyati fighting against SMA Type1. #savekhyati
#ZolGenSMA
Plz help her family buy the medicine

DONATE &amp; AMPLIFY:
https://t.co/LQlgIfgUpY

https://t.co/pe0fItJOa4",[],['Khyati'],"['mansukhmandviya', 'narendramodi']",['https://t.co/S8QyT1xKVl'],
77,hi,1440867567791329287,432697203, mansukhmandviya  smritiirani  narendramodi माननीय प्रधानमंत्री नरेंद्र मोदी जी प्लीज आप हम लोगों की मदद करेगी my फ़ोन नंबर 8147092245 प्ल्ज़ सर जी कॉलMy name Sunil Kumar from Rajasthan my Gmail id sunilk26031 gmail com हर जगह पक्की और मजबूत सड़केंअत्याधुनिक सुविधा विकास चरम सीमा पर हो रहा हैनोट  लेकिन सिर्फ कागजों में https   t co tLWIRnhDQO,1440894331590643713,False,,2021-09-23T04:22:33.000Z,India,"@mansukhmandviya @smritiirani @narendramodi माननीय प्रधानमंत्री नरेंद्र मोदी जी प्लीज आप हम लोगों की मदद करेगी my फ़ोन नंबर 8147092245 प्ल्ज़ सर जी कॉल
My name Sunil Kumar from Rajasthan my Gmail id sunilk26031@gmail.com हर जगह पक्की और मजबूत सड़कें
अत्याधुनिक सुविधा विकास चरम सीमा पर हो रहा है
नोट- लेकिन सिर्फ कागजों में https://t.co/tLWIRnhDQO",[],[],"['mansukhmandviya', 'smritiirani', 'narendramodi']",['https://t.co/d0lllkA619'], mansukhmandviya  smritiirani  narendramodi माननीय प्रधानमंत्री नरेंद्र मोदी जी प्लीज आप हम लोगों की मदद करेगी my फ़ोन नंबर 8147092245 प्ल्ज़ सर जी कॉलMy name Sunil Kumar from Rajasthan my Gmail id sunilk26031 gmail com हर जगह पक्की और मजबूत सड़केंअत्याधुनिक सुविधा विकास चरम सीमा पर हो रहा हैनोट  लेकिन सिर्फ कागजों में https   t co tLWIRnhDQO
78,hi,1440867567791329287,432697203, mansukhmandviya  smritiirani  narendramodi आरक्षण के असली हकदार ऐसे लोग है । चाहे ये किसी भी जाति से हो । https   t co PT5EfbueRh,1440894236296036356,False,,2021-09-23T04:22:11.000Z,India,@mansukhmandviya @smritiirani @narendramodi आरक्षण के असली हकदार ऐसे लोग है । चाहे ये किसी भी जाति से हो । https://t.co/PT5EfbueRh,[],[],"['mansukhmandviya', 'smritiirani', 'narendramodi']",[], mansukhmandviya  smritiirani  narendramodi आरक्षण के असली हकदार ऐसे लोग है । चाहे ये किसी भी जाति से हो । https   t co PT5EfbueRh
79,hi,1440867567791329287,432697203, mansukhmandviya  CMOfficeAssam  narendramodi Fir kab milega bananeko bohut sarey logoka nh hai,1440884321884127236,False,,2021-09-23T03:42:47.000Z,India,@mansukhmandviya @CMOfficeAssam @narendramodi Fir kab milega bananeko?bohut sarey logoka nh hai,[],[],"['mansukhmandviya', 'CMOfficeAssam', 'narendramodi']",[], mansukhmandviya  CMOfficeAssam  narendramodi Fir kab milega bananeko bohut sarey logoka nh hai
80,hi,1440867567791329287,432697203, mansukhmandviya  smritiirani  narendramodi संस्कार यह सत्य सनातनसिखलाताउपकार धर्म है।बाँकि सब कुछ यहीं रहेगापीढी फिर फिर यही कहेगीहम दधीचि के वंशज हैंजोमानवता को शक्ति देनेवृत से उसका प्राण भी लेनेअपनी अस्थि देकर जातेपुण्य कृत्य और त्याग देव काशदी शदी तक सब दुहरातेअपना हर सामर्थ्यनिरंतरजले तिमिर को दूर भगाने,1440881633255727106,False,,2021-09-23T03:32:06.000Z,India,"@mansukhmandviya @smritiirani @narendramodi संस्कार यह सत्य,सनातन
सिखलाता
उपकार धर्म है।
बाँकि सब कुछ यहीं रहेगा
पीढी फिर फिर यही कहेगी
हम दधीचि के वंशज हैं
जो
मानवता को शक्ति देने
वृत से उसका प्राण भी लेने
अपनी अस्थि देकर जाते
पुण्य,कृत्य और त्याग देव का
शदी शदी तक सब दुहराते
अपना हर सामर्थ्य
निरंतर
जले तिमिर को दूर भगाने",[],[],"['mansukhmandviya', 'smritiirani', 'narendramodi']",['https://t.co/aJt9SXcDr8'], mansukhmandviya  smritiirani  narendramodi संस्कार यह सत्य सनातनसिखलाताउपकार धर्म है।बाँकि सब कुछ यहीं रहेगापीढी फिर फिर यही कहेगीहम दधीचि के वंशज हैंजोमानवता को शक्ति देनेवृत से उसका प्राण भी लेनेअपनी अस्थि देकर जातेपुण्य कृत्य और त्याग देव काशदी शदी तक सब दुहरातेअपना हर सामर्थ्यनिरंतरजले तिमिर को दूर भगाने
81,hi,1440867567791329287,432697203, mansukhmandviya  smritiirani  narendramodi बुद्धि ज्ञान की ओर बढाने।साधन चित्त को शांति दिलाने।स्वास्थ्य राष्ट्र को सबल बनाने।शुद्ध हो अपनी नीति साध्य भीसही चिकित्सा और चिकित्सकधन के लिए नहीं नैसर्गिक सुख की खातिर करें साधना।संस्कार यह सत्य सनातनसिखलाता  उपकार धर्म है। बाँकि सब कुछ यहीं रहेगा।पीढी फिर फिर    ,1440879188974637056,False,,2021-09-23T03:22:23.000Z,India,"@mansukhmandviya @smritiirani @narendramodi बुद्धि,ज्ञान की ओर बढाने।
साधन,चित्त को शांति दिलाने।
स्वास्थ्य,राष्ट्र को सबल बनाने।
शुद्ध हो अपनी नीति,साध्य भी
सही चिकित्सा और चिकित्सक
धन के लिए नहीं,
नैसर्गिक सुख की खातिर करें साधना।
संस्कार यह सत्य,सनातन
सिखलाता ""उपकार धर्म है।""
बाँकि सब कुछ यहीं रहेगा।
पीढी,फिर फिर ...",[],[],"['mansukhmandviya', 'smritiirani', 'narendramodi']",['https://t.co/RFRs24mF4w'], mansukhmandviya  smritiirani  narendramodi बुद्धि ज्ञान की ओर बढाने।साधन चित्त को शांति दिलाने।स्वास्थ्य राष्ट्र को सबल बनाने।शुद्ध हो अपनी नीति साध्य भीसही चिकित्सा और चिकित्सकधन के लिए नहीं नैसर्गिक सुख की खातिर करें साधना।संस्कार यह सत्य सनातनसिखलाता  उपकार धर्म है। बाँकि सब कुछ यहीं रहेगा।पीढी फिर फिर    
82,hi,1440867567791329287,432697203, mansukhmandviya  narendramodi भक्तों सोचा था ब्रह्मांड के सबसे बड़े नेता मोदी जी को रिसीव करने काम से कम  बाईडेन को तो आना चाहिए था  पर ये क्या   केवल एक जूनियर लेवल के मंत्री   Mr  T  H  Brian McKeon  U S  Deputy Secretary of State for Management and Resources  को भेज दिया  https   t co YITG3f9nwq,1440876561322835968,False,,2021-09-23T03:11:57.000Z,India,"@mansukhmandviya @narendramodi भक्तों सोचा था ब्रह्मांड के सबसे बड़े नेता मोदी जी को रिसीव करने काम से कम #बाईडेन को तो आना चाहिए था, पर ये क्या!! केवल एक जूनियर लेवल के मंत्री ( Mr. T. H. Brian McKeon, U.S. Deputy Secretary of State for Management and Resources) को भेज दिया.🤭😂 https://t.co/YITG3f9nwq","['🤭', '😂']",['बाईडेन'],"['mansukhmandviya', 'narendramodi']",['https://t.co/K6crdI0srQ'], mansukhmandviya  narendramodi भक्तों सोचा था ब्रह्मांड के सबसे बड़े नेता मोदी जी को रिसीव करने काम से कम  बाईडेन को तो आना चाहिए था  पर ये क्या   केवल एक जूनियर लेवल के मंत्री   Mr  T  H  Brian McKeon  U S  Deputy Secretary of State for Management and Resources  को भेज दिया  https   t co YITG3f9nwq
83,hi,1440867567791329287,432697203, mansukhmandviya  smritiirani  narendramodi बेवकूफअपनी बढ़ती का नाम दाढ़ी को ठीक से बताने के लिएकोविड गाइडलाइन्स का उल्लंघन करता हुआ https   t co aFSwKJDW1e,1440874950772989955,False,,2021-09-23T03:05:33.000Z,India,"@mansukhmandviya @smritiirani @narendramodi बेवकूफ
अपनी बढ़ती का नाम दाढ़ी को ठीक से बताने के लिए
कोविड गाइडलाइन्स का उल्लंघन करता हुआ https://t.co/aFSwKJDW1e",[],[],"['mansukhmandviya', 'smritiirani', 'narendramodi']",['https://t.co/dtFqFhOzLf'], mansukhmandviya  smritiirani  narendramodi बेवकूफअपनी बढ़ती का नाम दाढ़ी को ठीक से बताने के लिएकोविड गाइडलाइन्स का उल्लंघन करता हुआ https   t co aFSwKJDW1e
