,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date
290,en,CDCgov,146569971,True,1423335743808675845,"If you receive a #COVID19 vaccine that requires two doses, the second dose should be the same as the first. The safety and effectiveness of receiving two different vaccines hasn’t been studied. 
 
More: https://t.co/KM8Nlj7qD7. https://t.co/LqhQv6dC7e",[],['COVID19'],[],['https://t.co/KM8Nlj7qD7'],USA,If you receive a  COVID19 vaccine that requires two doses  the second dose should be the same as the first  The safety and effectiveness of receiving two different vaccines hasn’t been studied   More  https   t co KM8Nlj7qD7  https   t co LqhQv6dC7e,2021-08-05 18:00:00
291,en,CDCgov,146569971,True,1423326193663848451,"CDC’s partnerships with industry and labor groups help support workplace vaccination clinics that provide easy access to #COVID19 vaccines. For information on CDC’s Health Equity in Action efforts, visit: https://t.co/Ryp7vu5lbi.
#HealthEquity https://t.co/sCTQTzRwDv",[],"['COVID19', 'HealthEquity']",[],['https://t.co/Ryp7vu5lbi'],USA,CDC’s partnerships with industry and labor groups help support workplace vaccination clinics that provide easy access to  COVID19 vaccines  For information on CDC’s Health Equity in Action efforts  visit  https   t co Ryp7vu5lbi  HealthEquity https   t co sCTQTzRwDv,2021-08-05 17:00:00
292,en,CDCgov,146569971,True,1423310326330712068,"People who are fully vaccinated against #COVID19 can resume some activities without wearing a mask, but they should wear a mask indoors in public places in areas with substantial or high spread. They should also follow local masking ordinances. More: https://t.co/FJMon7WlFO. https://t.co/RC4DFQmhDb",[],['COVID19'],[],['https://t.co/FJMon7WlFO'],USA,People who are fully vaccinated against  COVID19 can resume some activities without wearing a mask  but they should wear a mask indoors in public places in areas with substantial or high spread  They should also follow local masking ordinances  More  https   t co FJMon7WlFO  https   t co RC4DFQmhDb,2021-08-05 16:00:00
293,en,CDCgov,146569971,True,1423297839795478536,"Although mask mandates are decided locally by community leaders, CDC recommends everyone in areas with substantial or high #COVID19 spread wear a mask in public indoor settings. 

Visit CDC’s COVID Data Tracker to see the COVID-19 spread in your area: https://t.co/iSLwhCwlZ2. https://t.co/1oOBYU2CK7",[],['COVID19'],[],['https://t.co/iSLwhCwlZ2'],USA,Although mask mandates are decided locally by community leaders  CDC recommends everyone in areas with substantial or high  COVID19 spread wear a mask in public indoor settings  Visit CDC’s COVID Data Tracker to see the COVID 19 spread in your area  https   t co iSLwhCwlZ2  https   t co 1oOBYU2CK7,2021-08-05 15:00:00
294,en,CDCgov,146569971,True,1423035922921103361,"#COVID19 community transmission in the United States is high. 

The current 7-day average of daily new cases is 89,463. This is a 43.3% increase from the previous week &amp; a 678.6% increase from the lowest average in June 2021. Get vaccinated. More: https://t.co/KTzQW0TtKJ. https://t.co/KUn68tWsjr",[],['COVID19'],[],['https://t.co/KTzQW0TtKJ'],USA, COVID19 community transmission in the United States is high  The current 7 day average of daily new cases is 89 463  This is a 43 3  increase from the previous week  amp  a 678 6  increase from the lowest average in June 2021  Get vaccinated  More  https   t co KTzQW0TtKJ  https   t co KUn68tWsjr,2021-08-04 22:00:00
295,en,CDCgov,146569971,True,1423013621181857799,"#COVID19 vaccines can help end the pandemic. Vaccines are safe &amp; effective and help protect against COVID-19 &amp; variants, including Delta. Find a vaccine near you and get vaccinated against COVID-19 as soon as you can. Learn more: https://t.co/bKmffmNh7o. https://t.co/RBRtRfKWyU",[],['COVID19'],[],['https://t.co/bKmffmNh7o'],USA, COVID19 vaccines can help end the pandemic  Vaccines are safe  amp  effective and help protect against COVID 19  amp  variants  including Delta  Find a vaccine near you and get vaccinated against COVID 19 as soon as you can  Learn more  https   t co bKmffmNh7o  https   t co RBRtRfKWyU,2021-08-04 20:00:00
296,en,CDCgov,146569971,True,1422996770553049089,"Through partnerships with @FultonInfo, @GeorgiaEMAHS &amp; others, Mercedes-Benz Stadium in Atlanta became one of the first &amp; most successful #COVID19 vaccination centers in the United States, vaccinating over 300,000 people. 
More: https://t.co/uagBTgaQTN. https://t.co/U10E0I69Tu",[],['COVID19'],"['FultonInfo', 'GeorgiaEMAHS']",['https://t.co/uagBTgaQTN'],USA,Through partnerships with  FultonInfo   GeorgiaEMAHS  amp  others  Mercedes Benz Stadium in Atlanta became one of the first  amp  most successful  COVID19 vaccination centers in the United States  vaccinating over 300 000 people  More  https   t co uagBTgaQTN  https   t co U10E0I69Tu,2021-08-04 19:00:00
297,en,CDCgov,146569971,True,1422981925191434241,Workers in the protein processing industry are at higher risk for #COVID19 due to factors like access to health care &amp; language barriers. Learn about CDC’s collaborative efforts to support people with limited English proficiency and others: https://t.co/Ryp7vu5lbi. #HealthEquity https://t.co/ASueP9W1cr,[],"['COVID19', 'HealthEquity']",[],['https://t.co/Ryp7vu5lbi'],USA,Workers in the protein processing industry are at higher risk for  COVID19 due to factors like access to health care  amp  language barriers  Learn about CDC’s collaborative efforts to support people with limited English proficiency and others  https   t co Ryp7vu5lbi   HealthEquity https   t co ASueP9W1cr,2021-08-04 18:00:00
298,en,CDCgov,146569971,True,1422967838487236617,"Parents: Is your family ready for school to start? 🚌
Get useful tips from CDC’s Dr. Karen Remley, Director of @CDC_NCBDDD , to make the return to school or early child education easier for your family in the latest CDC #BackToSchool podcast.

Listen here: https://t.co/p7Aco6rhld https://t.co/DHUQHmZPn7",['🚌'],['BackToSchool'],['CDC_NCBDDD'],['https://t.co/p7Aco6rhld'],USA,Parents  Is your family ready for school to start  Get useful tips from CDC’s Dr  Karen Remley  Director of  CDC NCBDDD   to make the return to school or early child education easier for your family in the latest CDC  BackToSchool podcast Listen here  https   t co p7Aco6rhld https   t co DHUQHmZPn7,2021-08-04 17:00:00
299,en,CDCgov,146569971,True,1422942927546986496,"🧪 COVID-19 Science Update:
 
Read the latest #COVID19 research on household spread from children and teens, vaccine effectiveness against variants, and more.
 
👓 Read the full update: https://t.co/ImkzCNqe7S.","['🧪', '👓']",['COVID19'],[],['https://t.co/ImkzCNqe7S'],USA, COVID 19 Science Update  Read the latest  COVID19 research on household spread from children and teens  vaccine effectiveness against variants  and more   Read the full update  https   t co ImkzCNqe7S ,2021-08-04 16:00:00
300,en,CDCgov,146569971,True,1422935427208646658,"Have you helped your friend or family member decide to get a #COVID19 vaccine? Now, help them make it happen by offering to schedule a vaccination appointment or go with them. You can also support them by providing transportation or child care. More: https://t.co/tGGql5cDOC. https://t.co/8da15dqXjV",[],['COVID19'],[],['https://t.co/tGGql5cDOC'],USA,Have you helped your friend or family member decide to get a  COVID19 vaccine  Now  help them make it happen by offering to schedule a vaccination appointment or go with them  You can also support them by providing transportation or child care  More  https   t co tGGql5cDOC  https   t co 8da15dqXjV,2021-08-04 15:00:00
301,en,CDCgov,146569971,True,1422663605779116044,#COVID19 cases are often highest in areas of the country with the lowest vaccination coverage. CDC has new county-level maps showing the overlap between vaccination rates and COVID-19 case rates. Learn more about vaccination and cases in your county: https://t.co/hdTclb41lt. https://t.co/s76fpwuONl,[],['COVID19'],[],['https://t.co/hdTclb41lt'],USA, COVID19 cases are often highest in areas of the country with the lowest vaccination coverage  CDC has new county level maps showing the overlap between vaccination rates and COVID 19 case rates  Learn more about vaccination and cases in your county  https   t co hdTclb41lt  https   t co s76fpwuONl,2021-08-03 21:00:00
302,en,CDCgov,146569971,True,1422649478365040640,"Teachers &amp; therapists: #COVID19 materials for people with intellectual and developmental disabilities are available. Find videos, posters, social stories, and interactive activities to help make communicating about COVID-19 a little easier: https://t.co/abpkTxC6on. https://t.co/fh4gx2tVE1",[],['COVID19'],[],['https://t.co/abpkTxC6on'],USA,Teachers  amp  therapists   COVID19 materials for people with intellectual and developmental disabilities are available  Find videos  posters  social stories  and interactive activities to help make communicating about COVID 19 a little easier  https   t co abpkTxC6on  https   t co fh4gx2tVE1,2021-08-03 20:00:00
303,en,CDCgov,146569971,True,1422625070837604353,"If you're in an area with substantial or high spread of #COVID19, wear a mask in public indoor settings, even if fully vaccinated. If you're fully vaccinated &amp; in a low spread area, you can still consider wearing a mask.
See COVID-19 spread in your area: https://t.co/iSLwhCwlZ2. https://t.co/NV4MO5ox9e",[],['COVID19'],[],['https://t.co/iSLwhCwlZ2'],USA,If you re in an area with substantial or high spread of  COVID19  wear a mask in public indoor settings  even if fully vaccinated  If you re fully vaccinated  amp  in a low spread area  you can still consider wearing a mask See COVID 19 spread in your area  https   t co iSLwhCwlZ2  https   t co NV4MO5ox9e,2021-08-03 18:00:00
304,en,CDCgov,146569971,True,1422609457872211971,"Don’t get stuck with uninvited visitors this summer! Check for ticks daily after coming indoors. If you find a tick, remove as soon as possible! https://t.co/Mml5OpL47L #GetTipsStopTicks https://t.co/CiSyAQrjgi",[],['GetTipsStopTicks'],[],['https://t.co/Mml5OpL47L'],USA,Don’t get stuck with uninvited visitors this summer  Check for ticks daily after coming indoors  If you find a tick  remove as soon as possible  https   t co Mml5OpL47L  GetTipsStopTicks https   t co CiSyAQrjgi,2021-08-03 17:00:00
305,en,CDCgov,146569971,True,1422588172303798281,Childhood #LeadPoisoning is preventable. Find out how to protect yourself and your loved ones from lead exposure. Join CDC’s #EnvironmentalHealth Nexus webinar on Lead on August 4 at 1 p.m. ET. https://t.co/Ypvtr1MHZR #CDCLead30 https://t.co/GTKRyF7wHf,['xp'],"['LeadPoisoning', 'EnvironmentalHealth', 'CDCLead30']",[],['https://t.co/Ypvtr1MHZR'],USA,Childhood  LeadPoisoning is preventable  Find out how to protect yourself and your loved ones from lead eosure  Join CDC’s  EnvironmentalHealth Nexus webinar on Lead on August 4 at 1 p m  ET  https   t co Ypvtr1MHZR  CDCLead30 https   t co GTKRyF7wHf,2021-08-03 16:00:00
306,en,CDCgov,146569971,True,1422573045613486082,"#DYK: It’s safe and recommended to get a #COVID19 #vaccine, even if you’ve already had COVID-19. COVID-19 vaccination is an effective way to boost your immune system and help prevent serious illness if you get COVID-19 again. More: https://t.co/pRjVmYgbEs. https://t.co/If83TwVfxU",[],"['DYK', 'COVID19', 'vaccine']",[],['https://t.co/pRjVmYgbEs'],USA, DYK  It’s safe and recommended to get a  COVID19  vaccine  even if you’ve already had COVID 19  COVID 19 vaccination is an effective way to boost your immune system and help prevent serious illness if you get COVID 19 again  More  https   t co pRjVmYgbEs  https   t co If83TwVfxU,2021-08-03 15:00:00
307,en,CDCgov,146569971,True,1422303653583544335,"As of August 2, more than 191.8 million people have received at least one dose of a #COVID19 vaccine. Of those, 164.9 million are fully vaccinated. COVID-19 vaccines are a critical tool to help stop the pandemic and get us back to the things we love. More: https://t.co/zYLe3H12re https://t.co/j9Ev1tPOJP",[],['COVID19'],[],['https://t.co/zYLe3H12re'],USA,As of August 2  more than 191 8 million people have received at least one dose of a  COVID19 vaccine  Of those  164 9 million are fully vaccinated  COVID 19 vaccines are a critical tool to help stop the pandemic and get us back to the things we love  More  https   t co zYLe3H12re https   t co j9Ev1tPOJP,2021-08-02 21:00:00
308,en,CDCgov,146569971,True,1422286839457665031,"The #DeltaVariant of the virus that causes #COVID19 is more than 2x as contagious as the original strain. Some fully vaccinated people can spread Delta, but vaccines provide protection from hospitalization, severe disease, and death.

Get vaccinated: https://t.co/xbvNiaVJKV. https://t.co/fMI8eodQkS",[],"['DeltaVariant', 'COVID19']",[],['https://t.co/xbvNiaVJKV'],USA,The  DeltaVariant of the virus that causes  COVID19 is more than 2x as contagious as the original strain  Some fully vaccinated people can spread Delta  but vaccines provide protection from hospitalization  severe disease  and death Get vaccinated  https   t co xbvNiaVJKV  https   t co fMI8eodQkS,2021-08-02 20:00:00
309,en,CDCgov,146569971,True,1422274765251915778,"#COVID19 vaccines help protect people from serious illness, hospitalization, and death. Unvaccinated individuals account for nearly all the hospitalizations and deaths in the country. Learn more: https://t.co/tt49zOn1hf. https://t.co/0gLCdYFD8O",[],['COVID19'],[],['https://t.co/tt49zOn1hf'],USA, COVID19 vaccines help protect people from serious illness  hospitalization  and death  Unvaccinated individuals account for nearly all the hospitalizations and deaths in the country  Learn more  https   t co tt49zOn1hf  https   t co 0gLCdYFD8O,2021-08-02 19:00:00
310,en,CDCgov,146569971,True,1422259156690604035,Find the latest print resources and toolkits on a wide range of topics related to #COVID19 vaccines. Materials are available in a variety of languages to help you and your organization understand more about COVID-19 vaccination. https://t.co/K26AOKmpKy https://t.co/9E4RZZhyfz,[],['COVID19'],[],['https://t.co/K26AOKmpKy'],USA,Find the latest print resources and toolkits on a wide range of topics related to  COVID19 vaccines  Materials are available in a variety of languages to help you and your organization understand more about COVID 19 vaccination  https   t co K26AOKmpKy https   t co 9E4RZZhyfz,2021-08-02 18:00:00
311,en,CDCgov,146569971,True,1422254636094873600,Take the #COVID19 vaccine quiz and see how much you know about COVID-19 vaccines. Challenge your friends to see who can get a perfect score: https://t.co/jIqZKy5jgf. https://t.co/rcBisflHOq,[],['COVID19'],[],['https://t.co/jIqZKy5jgf'],USA,Take the  COVID19 vaccine quiz and see how much you know about COVID 19 vaccines  Challenge your friends to see who can get a perfect score  https   t co jIqZKy5jgf  https   t co rcBisflHOq,2021-08-02 18:00:00
312,en,CDCgov,146569971,True,1422225765651914754,Racial &amp; ethnic minority communities are affected by #HIV at higher rates compared to other groups. @HHSGov #OIDP &amp; @MinorityHealth need YOUR help in engaging your local communities to reduce stigma and increase the use of #PrEP &amp; #ART. Submit your ideas: https://t.co/z3ulKIhjTf. https://t.co/9W03olIkYP,[],"['HIV', 'OIDP', 'PrEP', 'ART']","['HHSGov', 'MinorityHealth']",['https://t.co/z3ulKIhjTf'],USA,Racial  amp  ethnic minority communities are affected by  HIV at higher rates compared to other groups   HHSGov  OIDP  amp   MinorityHealth need YOUR help in engaging your local communities to reduce stigma and increase the use of  PrEP  amp   ART  Submit your ideas  https   t co z3ulKIhjTf  https   t co 9W03olIkYP,2021-08-02 16:00:00
313,en,CDCgov,146569971,True,1422210680988573700,"August is National Immunization Awareness Month #NIAM, an annual observance to highlight the importance of vaccination for people of all ages. Learn More: https://t.co/S0xUDM9H7N. #IVax2Protect #CDC https://t.co/gIksyFb6OC",[],"['NIAM', 'IVax2Protect', 'CDC']",[],['https://t.co/S0xUDM9H7N'],USA,August is National Immunization Awareness Month  NIAM  an annual observance to highlight the importance of vaccination for people of all ages  Learn More  https   t co S0xUDM9H7N   IVax2Protect  CDC https   t co gIksyFb6OC,2021-08-02 15:00:00
314,en,CDCgov,146569971,True,1421911615142780939,Declines in cigarette smoking led to declines in overall cancer deaths and lung cancer deaths. Learn more in the latest Annual Report to the Nation on the Status of Cancer: https://t.co/3CcNrCUCeH. #CancerAnnualReport https://t.co/yvn1GhoMAR,[],['CancerAnnualReport'],[],['https://t.co/3CcNrCUCeH'],USA,Declines in cigarette smoking led to declines in overall cancer deaths and lung cancer deaths  Learn more in the latest Annual Report to the Nation on the Status of Cancer  https   t co 3CcNrCUCeH   CancerAnnualReport https   t co yvn1GhoMAR,2021-08-01 19:00:00
315,en,CDCgov,146569971,True,1421852000682233858,You don’t have to be in the woods to get a tick bite! Remember to check yourself and your family for ticks even when coming inside from playing backyard baseball. Ticks are tiny! Learn more: https://t.co/dFsAkOc5JW. https://t.co/d30c1nOq1m,[],[],[],['https://t.co/dFsAkOc5JW'],USA,You don’t have to be in the woods to get a tick bite  Remember to check yourself and your family for ticks even when coming inside from playing backyard baseball  Ticks are tiny  Learn more  https   t co dFsAkOc5JW  https   t co d30c1nOq1m,2021-08-01 15:00:00
316,en,CDCgov,146569971,True,1421565095562391554,"Skin cancer is the most common form of cancer in the U.S. Help protect yourself and your family by limiting exposure to UV rays: wear sunscreen with SPF 15 or higher, stay in the shade during midday hours, and wear sunglasses. https://t.co/tpXtWTqn6Q #UVSafetyMonth https://t.co/MYBus1ukLj",['xp'],['UVSafetyMonth'],[],['https://t.co/tpXtWTqn6Q'],USA,Skin cancer is the most common form of cancer in the U S  Help protect yourself and your family by limiting eosure to UV rays  wear sunscreen with SPF 15 or higher  stay in the shade during midday hours  and wear sunglasses  https   t co tpXtWTqn6Q  UVSafetyMonth https   t co MYBus1ukLj,2021-07-31 20:00:00
317,en,CDCgov,146569971,True,1421528090413522952,"If you are fully vaccinated, your risk of infection is lower, but some people can still spread the Delta variant. When “breakthrough cases” of #COVID19 do occur in vaccinated people, nearly all are avoiding serious illness, hospitalization, or death. https://t.co/tt49zOn1hf https://t.co/k5OQkqVpl4",[],['COVID19'],[],['https://t.co/tt49zOn1hf'],USA,If you are fully vaccinated  your risk of infection is lower  but some people can still spread the Delta variant  When “breakthrough cases” of  COVID19 do occur in vaccinated people  nearly all are avoiding serious illness  hospitalization  or death  https   t co tt49zOn1hf https   t co k5OQkqVpl4,2021-07-31 18:00:00
318,en,CDCgov,146569971,True,1421485874567688193,It’s Fireworks Safety Month! Celebrate summer by enjoying firework displays safely with your family. Your ears will thank you for it! https://t.co/eLQAFTBAVV https://t.co/8l8u3X4cPx,[],[],[],['https://t.co/eLQAFTBAVV'],USA,It’s Fireworks Safety Month  Celebrate summer by enjoying firework displays safely with your family  Your ears will thank you for it  https   t co eLQAFTBAVV https   t co 8l8u3X4cPx,2021-07-31 15:00:00
319,en,CDCgov,146569971,True,1421214023111036934,"#COVID19 cases, hospitalizations, and deaths are going up, especially in areas with low vaccination rates. Vaccines help protect people from getting COVID-19 or from getting severely ill from it. Read more about the state of the pandemic: https://t.co/F4bAyObDp1. https://t.co/MmGyPLhmwT",[],['COVID19'],[],['https://t.co/F4bAyObDp1'],USA, COVID19 cases  hospitalizations  and deaths are going up  especially in areas with low vaccination rates  Vaccines help protect people from getting COVID 19 or from getting severely ill from it  Read more about the state of the pandemic  https   t co F4bAyObDp1  https   t co MmGyPLhmwT,2021-07-30 21:00:00
320,en,CDCgov,146569971,True,1421204861207654404,"CDC recommends people in areas with substantial or high #COVID19 spread wear a mask in public indoor settings, even if fully vaccinated.

Visit CDC’s COVID Data Tracker to find out what level of COVID-19 spread your area has: https://t.co/iSLwhCwlZ2. https://t.co/GJYXMWhaw2",[],['COVID19'],[],['https://t.co/iSLwhCwlZ2'],USA,CDC recommends people in areas with substantial or high  COVID19 spread wear a mask in public indoor settings  even if fully vaccinated Visit CDC’s COVID Data Tracker to find out what level of COVID 19 spread your area has  https   t co iSLwhCwlZ2  https   t co GJYXMWhaw2,2021-07-30 20:00:00
321,en,CDCgov,146569971,True,1421187093070483461,"#DYK? CDC works at the state, tribal, and territorial level and with community orgs to help everyone get equal access to #COVID19 vaccines. Learn more: https://t.co/K26AOKmpKy. https://t.co/l9QYNW5drF",[],"['DYK', 'COVID19']",[],['https://t.co/K26AOKmpKy'],USA, DYK  CDC works at the state  tribal  and territorial level and with community orgs to help everyone get equal access to  COVID19 vaccines  Learn more  https   t co K26AOKmpKy  https   t co l9QYNW5drF,2021-07-30 19:00:00
322,en,CDCgov,146569971,True,1421175013282025474,"A new @CDCMMWR reviewed more than 9,000 reported reactions among adolescents after #COVID19 vaccination &amp; found most were non-serious. Get adolescents vaccinated to keep them safe as they return to school. Learn more: https://t.co/NozglXdrRd. https://t.co/HaWVOhSoXz",[],['COVID19'],['CDCMMWR'],['https://t.co/NozglXdrRd'],USA,A new  CDCMMWR reviewed more than 9 000 reported reactions among adolescents after  COVID19 vaccination  amp  found most were non serious  Get adolescents vaccinated to keep them safe as they return to school  Learn more  https   t co NozglXdrRd  https   t co HaWVOhSoXz,2021-07-30 18:00:00
323,en,CDCgov,146569971,True,1421156148573581319,"New @CDCMMWR finds Delta variant causes vaccine breakthrough infections. Jurisdictions might consider expanded prevention strategies, including masking in indoor public areas, particularly for large public gatherings that include travelers from many areas. https://t.co/Q8d9kmQ4Mj https://t.co/aTR6bKTwER",['xp'],[],['CDCMMWR'],['https://t.co/Q8d9kmQ4Mj'],USA,New  CDCMMWR finds Delta variant causes vaccine breakthrough infections  Jurisdictions might consider eanded prevention strategies  including masking in indoor public areas  particularly for large public gatherings that include travelers from many areas  https   t co Q8d9kmQ4Mj https   t co aTR6bKTwER,2021-07-30 17:00:00
324,en,CDCgov,146569971,True,1421138516294074369,"CDC doesn’t recommend changing the way you take most medicines around the time you get your #COVID19 vaccine.  
 
Talk with your healthcare provider about any allergies you have and all medications you’re taking. 
 
More: https://t.co/7iEhcrsHNa. https://t.co/wzYNZavdOk",[],['COVID19'],[],['https://t.co/7iEhcrsHNa'],USA,CDC doesn’t recommend changing the way you take most medicines around the time you get your  COVID19 vaccine    Talk with your healthcare provider about any allergies you have and all medications you’re taking   More  https   t co 7iEhcrsHNa  https   t co wzYNZavdOk,2021-07-30 16:00:00
325,en,CDCgov,146569971,True,1421131475123163149,Cancer death rates continue to drop in men and women for all racial and ethnic groups in the US. Learn more in the latest Annual Report to the Nation on the Status of Cancer: https://t.co/3CcNrCUCeH. #CancerAnnualReport https://t.co/uue4BS7Sto,[],['CancerAnnualReport'],[],['https://t.co/3CcNrCUCeH'],USA,Cancer death rates continue to drop in men and women for all racial and ethnic groups in the US  Learn more in the latest Annual Report to the Nation on the Status of Cancer  https   t co 3CcNrCUCeH   CancerAnnualReport https   t co uue4BS7Sto,2021-07-30 16:00:00
326,en,CDCgov,146569971,True,1421123498517450761,"Heading back to school may look different now, but one thing hasn’t changed: Vaccinations help protect your child from vaccine-preventable diseases. Talk to your child's doctor to make sure they're up to date on routine vaccinations. https://t.co/6zGZrbWuVI #VaccinesWork https://t.co/9LbsuM9tJX",[],['VaccinesWork'],[],['https://t.co/6zGZrbWuVI'],USA,Heading back to school may look different now  but one thing hasn’t changed  Vaccinations help protect your child from vaccine preventable diseases  Talk to your child s doctor to make sure they re up to date on routine vaccinations  https   t co 6zGZrbWuVI  VaccinesWork https   t co 9LbsuM9tJX,2021-07-30 15:00:00
327,en,CDCgov,146569971,True,1420859710434054146,"As of July 26, national forecasts predict 200,000–1,200,000 new #COVID19 cases will likely be reported during the week ending August 21. More: https://t.co/7AP4I3S9PU. https://t.co/eGQV0sL32N",[],['COVID19'],[],['https://t.co/7AP4I3S9PU'],USA,As of July 26  national forecasts predict 200 000–1 200 000 new  COVID19 cases will likely be reported during the week ending August 21  More  https   t co 7AP4I3S9PU  https   t co eGQV0sL32N,2021-07-29 22:00:00
328,en,CDCgov,146569971,True,1420849085498675208,"Estimates show the #DeltaVariant caused over 80% of recent #COVID19 cases in the United States. Protect yourself against Delta &amp; other variants by getting vaccinated.
Learn more about variant proportions in your area: https://t.co/Oymzenmv0N. https://t.co/54xSLw4Sus",[],"['DeltaVariant', 'COVID19']",[],['https://t.co/Oymzenmv0N'],USA,Estimates show the  DeltaVariant caused over 80  of recent  COVID19 cases in the United States  Protect yourself against Delta  amp  other variants by getting vaccinated Learn more about variant proportions in your area  https   t co Oymzenmv0N  https   t co 54xSLw4Sus,2021-07-29 21:00:00
329,en,CDCgov,146569971,True,1420821612241301506,"SALMONELLA OUTBREAK UPDATE: BrightFarms expanded their recall to include Baby Spinach with “best by” dates through 7/26/2021. Do not eat, sell, or serve any recalled salad greens. See full recall list: https://t.co/5zoM7QMIeR. https://t.co/wjMQNJrsza",['xp'],[],[],['https://t.co/5zoM7QMIeR'],USA,SALMONELLA OUTBREAK UPDATE  BrightFarms eanded their recall to include Baby Spinach with “best by” dates through 7 26 2021  Do not eat  sell  or serve any recalled salad greens  See full recall list  https   t co 5zoM7QMIeR  https   t co wjMQNJrsza,2021-07-29 19:00:00
330,en,CDCgov,146569971,True,1420816763214831622,"If you’ve already had #COVID19, you should still get a COVID-19 #vaccine. Studies show that COVID-19 vaccines provide added protection to your immune system. COVID-19 vaccination helps protect you from serious illness if you get sick again. Learn more: https://t.co/FJMon7WlFO. https://t.co/QJDj5HyBIX",[],"['COVID19', 'vaccine']",[],['https://t.co/FJMon7WlFO'],USA,If you’ve already had  COVID19  you should still get a COVID 19  vaccine  Studies show that COVID 19 vaccines provide added protection to your immune system  COVID 19 vaccination helps protect you from serious illness if you get sick again  Learn more  https   t co FJMon7WlFO  https   t co QJDj5HyBIX,2021-07-29 19:00:00
331,en,CDCgov,146569971,True,1420803809941475332,"Some people with disabilities might be at increased risk for getting very sick with #COVID19. 
If you have a disability, it’s important for you to get vaccinated as soon as you can. If you have a care provider, they should also get vaccinated.
More: https://t.co/dmXLYJg7d4. https://t.co/2ujHy12qw1",[],['COVID19'],[],['https://t.co/dmXLYJg7d4'],USA,Some people with disabilities might be at increased risk for getting very sick with  COVID19  If you have a disability  it’s important for you to get vaccinated as soon as you can  If you have a care provider  they should also get vaccinated More  https   t co dmXLYJg7d4  https   t co 2ujHy12qw1,2021-07-29 18:00:00
332,en,CDCgov,146569971,True,1420793752600420363,New @CDCMMWR shows that 46% of nursing aides and 57% of nurses in long-term care facilities (LTCFs) were fully vaccinated against #COVID19 compared to 75% of physicians. More efforts may be needed to increase COVID-19 vaccination among #LTCF staff. More: https://t.co/xH8IuFP6jg. https://t.co/1YqSyILIbz,[],"['COVID19', 'LTCF']",['CDCMMWR'],['https://t.co/xH8IuFP6jg'],USA,New  CDCMMWR shows that 46  of nursing aides and 57  of nurses in long term care facilities  LTCFs  were fully vaccinated against  COVID19 compared to 75  of physicians  More efforts may be needed to increase COVID 19 vaccination among  LTCF staff  More  https   t co xH8IuFP6jg  https   t co 1YqSyILIbz,2021-07-29 17:00:00
333,en,CDCgov,146569971,True,1420786207370383360,"Some of us may find it hard to feel strong and upbeat during times of stress. This #MinorityMentalHealth month, remember gratitude could help others know how much they are appreciated and improve our own wellbeing. Learn more with #HowRightNow: https://t.co/7D2yJzYWRk. https://t.co/T9ZTzUuYeY",[],"['MinorityMentalHealth', 'HowRightNow']",[],['https://t.co/7D2yJzYWRk'],USA,Some of us may find it hard to feel strong and upbeat during times of stress  This  MinorityMentalHealth month  remember gratitude could help others know how much they are appreciated and improve our own wellbeing  Learn more with  HowRightNow  https   t co 7D2yJzYWRk  https   t co T9ZTzUuYeY,2021-07-29 17:00:00
334,en,CDCgov,146569971,True,1420776216651575307,"If a friend or family member has questions about #COVID19 vaccines, ask if you can share information you trust.

Asking permission may help them be more willing to listen to you instead of feeling like you’re pushing unwanted information on them.

More: https://t.co/tGGql5cDOC. https://t.co/WtlSTpqXqE",[],['COVID19'],[],['https://t.co/tGGql5cDOC'],USA,If a friend or family member has questions about  COVID19 vaccines  ask if you can share information you trust Asking permission may help them be more willing to listen to you instead of feeling like you’re pushing unwanted information on them More  https   t co tGGql5cDOC  https   t co WtlSTpqXqE,2021-07-29 16:00:00
335,en,CDCgov,146569971,True,1420768609723420675,"CDC’s Center for State, Tribal, Local, and Territorial Support awarded a two-year, non-research grant to 107 recipients to address #COVID19-related health disparities and advance health equity by expanding health departments capacity and services. https://t.co/CMgORLd6LM https://t.co/lNzbl0aglX",['xp'],['COVID19'],[],['https://t.co/CMgORLd6LM'],USA,CDC’s Center for State  Tribal  Local  and Territorial Support awarded a two year  non research grant to 107 recipients to address  COVID19 related health disparities and advance health equity by eanding health departments capacity and services  https   t co CMgORLd6LM https   t co lNzbl0aglX,2021-07-29 16:00:00
336,en,CDCgov,146569971,True,1420761123628871682,Heat-related illnesses are preventable. Learn the symptoms and what to do if you or a loved one shows signs of having a heat-related illness. https://t.co/AaCeB9IL8d https://t.co/7MtiKztjfN,[],[],[],['https://t.co/AaCeB9IL8d'],USA,Heat related illnesses are preventable  Learn the symptoms and what to do if you or a loved one shows signs of having a heat related illness  https   t co AaCeB9IL8d https   t co 7MtiKztjfN,2021-07-29 15:00:00
