,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi
37,hi,1438726822049447942,58243368, nsitharaman  JPNadda कानून सबके लिए बराबर नहीं होता  यह साबित किया है  UCOBankOfficial  शेड्यूल कास्ट के फाइनेंशियल संवैधानिक अधिकारों की हत्या के लिए शूट फाइल विलफुल डिफॉल्टर  राईट आफ  सेटेलमेंट फर्जी टैग करना अपराध है  यह नार्मल बात श्रीमान बैंकिंग लोकपाल जयपुर को समझ नहीं आ रही FinMinIndia  RBI,1439329493819092995,False,,2021-09-18T20:44:27.000Z,India,"@nsitharaman @JPNadda कानून सबके लिए बराबर नहीं होता ,यह साबित किया है @UCOBankOfficial  शेड्यूल कास्ट के फाइनेंशियल संवैधानिक अधिकारों की हत्या के लिए शूट फाइल विलफुल डिफॉल्टर ,राईट आफ, सेटेलमेंट फर्जी टैग करना अपराध है ,यह नार्मल बात श्रीमान बैंकिंग लोकपाल जयपुर को समझ नहीं आ रही
@FinMinIndia @RBI",[],[],"['nsitharaman', 'JPNadda', 'UCOBankOfficial']",['https://t.co/JS5By5LI6P'], nsitharaman  JPNadda कानून सबके लिए बराबर नहीं होता  यह साबित किया है  UCOBankOfficial  शेड्यूल कास्ट के फाइनेंशियल संवैधानिक अधिकारों की हत्या के लिए शूट फाइल विलफुल डिफॉल्टर  राईट आफ  सेटेलमेंट फर्जी टैग करना अपराध है  यह नार्मल बात श्रीमान बैंकिंग लोकपाल जयपुर को समझ नहीं आ रही FinMinIndia  RBI
38,en,1438726822049447942,58243368, nsitharaman  JPNadda Peaceful Praise and Worship Instrumental Music     Piano Hillsong Worship Music https   t co kf07IrQRWl,1439320945747906560,False, nsitharaman  JPNadda Peaceful Praise and Worship Instrumental Music     Piano Hillsong Worship Music https   t co kf07IrQRWl,2021-09-18T20:10:29.000Z,India,@nsitharaman @JPNadda Peaceful Praise and Worship Instrumental Music //  Piano Hillsong Worship Music https://t.co/kf07IrQRWl,[],[],"['nsitharaman', 'JPNadda']",['https://t.co/kf07IrQRWl'],
39,en,1438726822049447942,58243368, nsitharaman  JPNadda Petrol not under GST  is that stellar ,1439241408951455752,False, nsitharaman  JPNadda Petrol not under GST  is that stellar ,2021-09-18T14:54:26.000Z,India,"@nsitharaman @JPNadda Petrol not under GST, is that stellar?",[],[],"['nsitharaman', 'JPNadda']",[],
40,hi,1438726822049447942,58243368, nsitharaman  JPNadda मध्यप्रदेश की वर्तमान bjp शासित सरकार  कर्मचारियों  पेंशनरों को केन्द्र के समान  DA DR न देकर अन्याय कर रही है।,1439226347792990212,False,,2021-09-18T13:54:35.000Z,India,"@nsitharaman @JPNadda मध्यप्रदेश की वर्तमान bjp शासित सरकार, कर्मचारियों, पेंशनरों को केन्द्र के समान  DA/DR न देकर अन्याय कर रही है।",[],[],"['nsitharaman', 'JPNadda']",[], nsitharaman  JPNadda मध्यप्रदेश की वर्तमान bjp शासित सरकार  कर्मचारियों  पेंशनरों को केन्द्र के समान  DA DR न देकर अन्याय कर रही है।
41,en,1438726822049447942,58243368, nsitharaman  JPNadda Waste  amp  Failure FM in indias history https   t co 6nCeUwZ6VG,1439204848394649601,False, nsitharaman  JPNadda Waste  amp  Failure FM in indias history https   t co 6nCeUwZ6VG,2021-09-18T12:29:09.000Z,India,@nsitharaman @JPNadda Waste &amp; Failure FM in indias history https://t.co/6nCeUwZ6VG,[],[],"['nsitharaman', 'JPNadda']",[],
42,hi,1438726822049447942,58243368, nsitharaman  JPNadda मध्यप्रदेश की bjp सरकार कर्मचारियों  पेंशनरों को केन्द्र के समान  DA DR न देकर अन्याय कर रही है।,1439200441682718721,False,,2021-09-18T12:11:39.000Z,India,"@nsitharaman @JPNadda मध्यप्रदेश की bjp सरकार कर्मचारियों, पेंशनरों को केन्द्र के समान  DA/DR न देकर अन्याय कर रही है।",[],[],"['nsitharaman', 'JPNadda']",[], nsitharaman  JPNadda मध्यप्रदेश की bjp सरकार कर्मचारियों  पेंशनरों को केन्द्र के समान  DA DR न देकर अन्याय कर रही है।
43,en,1438726822049447942,58243368, nsitharaman  JPNadda She s like the mediocre employee in a IT company always bootlicking their bosses  But shows arrogance their subordinates ,1439195904028774400,False, nsitharaman  JPNadda She s like the mediocre employee in a IT company always bootlicking their bosses  But shows arrogance their subordinates ,2021-09-18T11:53:37.000Z,India,@nsitharaman @JPNadda She's like the mediocre employee in a IT company always bootlicking their bosses. But shows arrogance their subordinates.,[],[],"['nsitharaman', 'JPNadda']",['https://t.co/M3cpLYtAzx'],
44,en,1438726822049447942,58243368, nsitharaman  JPNadda PLEASE GSTR 1 LATE FEES WAIVED,1439170401578328073,False, nsitharaman  JPNadda PLEASE GSTR 1 LATE FEES WAIVED,2021-09-18T10:12:16.000Z,India,@nsitharaman @JPNadda PLEASE GSTR 1 LATE FEES WAIVED,[],[],"['nsitharaman', 'JPNadda']",[],
45,en,1438726822049447942,58243368, nsitharaman  JPNadda When u have a govt running  ruining  a country only on tax money  why would anyone even think of following a bunch of imbeciles ,1439159627229405184,False, nsitharaman  JPNadda When u have a govt running  ruining  a country only on tax money  why would anyone even think of following a bunch of imbeciles ,2021-09-18T09:29:28.000Z,India,"@nsitharaman @JPNadda When u have a govt running (ruining) a country only on tax money, why would anyone even think of following a bunch of imbeciles?",[],[],"['nsitharaman', 'JPNadda']",['https://t.co/4gF1LLwF6J'],
46,en,1438726822049447942,58243368, nsitharaman  JPNadda Every citizen  You re being too optimistic  Only Sanghis follow him ,1439159359360094212,False, nsitharaman  JPNadda Every citizen  You re being too optimistic  Only Sanghis follow him ,2021-09-18T09:28:24.000Z,India,@nsitharaman @JPNadda Every citizen? You're being too optimistic. Only Sanghis follow him.,[],[],"['nsitharaman', 'JPNadda']",[],
47,hi,1438726822049447942,58243368, nsitharaman  JPNadda माननीय  nsitharaman जी सभी BJP शासित प्रदेशों में पेट्रोल डीजल को GST मे ले लेना चाहिए,1439132781385187328,False,,2021-09-18T07:42:47.000Z,India,@nsitharaman @JPNadda माननीय @nsitharaman जी सभी BJP शासित प्रदेशों में पेट्रोल डीजल को GST मे ले लेना चाहिए,[],[],"['nsitharaman', 'JPNadda', 'nsitharaman']",[], nsitharaman  JPNadda माननीय  nsitharaman जी सभी BJP शासित प्रदेशों में पेट्रोल डीजल को GST मे ले लेना चाहिए
48,en,1438726822049447942,58243368, nsitharaman  JPNadda Madam  any insights to this report that has been withheld https   t co t6f5Qs1Clo,1439130129670688772,False, nsitharaman  JPNadda Madam  any insights to this report that has been withheld https   t co t6f5Qs1Clo,2021-09-18T07:32:15.000Z,India,"@nsitharaman @JPNadda Madam, any insights to this report that has been withheld?
https://t.co/t6f5Qs1Clo",[],[],"['nsitharaman', 'JPNadda']",['https://t.co/t6f5Qs1Clo'],
49,en,1438726822049447942,58243368, AshishG78849401  Vijay07805569  nsitharaman  JPNadda  narendramodi  RBI  PMOIndia  FinMinIndia  RBIsays  republic  TimesNow  FT Sir MadamWish you Happy Birthday Hon  PM ModijiThanksHon  FM for DICGC approval Thanks RBI for approval to Centrum takeover PMCBankPls confrm When Depositors will get full money23months over150 depositors dead Can t wait more time losing more livesPls resolveIt s SOS,1439104188072427525,False, AshishG78849401  Vijay07805569  nsitharaman  JPNadda  narendramodi  RBI  PMOIndia  FinMinIndia  RBIsays  republic  TimesNow  FT Sir MadamWish you Happy Birthday Hon  PM ModijiThanksHon  FM for DICGC approval Thanks RBI for approval to Centrum takeover PMCBankPls confrm When Depositors will get full money23months over150 depositors dead Can t wait more time losing more livesPls resolveIt s SOS,2021-09-18T05:49:10.000Z,India,"@AshishG78849401 @Vijay07805569 @nsitharaman @JPNadda @narendramodi @RBI @PMOIndia @FinMinIndia @RBIsays @republic @TimesNow @FT Sir/Madam
Wish you Happy Birthday Hon. PM Modiji
ThanksHon. FM for DICGC approval 
Thanks RBI for approval to Centrum takeover PMCBank
Pls confrm When Depositors will get full money
23months over150+depositors dead 
Can't wait more time losing more lives
Pls resolve
It's SOS
🙏🕉️","['🕉️', '🙏']",[],"['AshishG78849401', 'Vijay07805569', 'nsitharaman', 'JPNadda', 'narendramodi', 'RBI', 'PMOIndia', 'FinMinIndia', 'RBIsays', 'republic']",['https://t.co/loklLF7WVI'],
50,en,1434505941114781697,58243368, nsitharaman  PMOIndia But imran khan is most handsome,1439135143822647300,False, nsitharaman  PMOIndia But imran khan is most handsome,2021-09-18T07:52:10.000Z,India,@nsitharaman @PMOIndia But imran khan is most handsome,[],[],"['nsitharaman', 'PMOIndia']",[],
51,en,1431654766757625861,58243368, DinuPMC  kmonka  nsitharaman  IndiGo6E  PMCBacHForum  PMOIndia  AmitShahOffice  DasShaktikanta  RBI  sunnyfernandes  BBCWorld  nytimes Absolutely correct,1438418004824322048,False, DinuPMC  kmonka  nsitharaman  IndiGo6E  PMCBacHForum  PMOIndia  AmitShahOffice  DasShaktikanta  RBI  sunnyfernandes  BBCWorld  nytimes Absolutely correct,2021-09-16T08:22:31.000Z,India,@DinuPMC @kmonka @nsitharaman @IndiGo6E @PMCBacHForum @PMOIndia @AmitShahOffice @DasShaktikanta @RBI @sunnyfernandes @BBCWorld @nytimes Absolutely correct,[],[],"['DinuPMC', 'kmonka', 'nsitharaman', 'IndiGo6E', 'PMCBacHForum', 'PMOIndia', 'AmitShahOffice', 'DasShaktikanta', 'RBI']",['https://t.co/Sazbjklbjo'],
52,en,1431654766757625861,58243368, TreesaChacko10  kmonka  nsitharaman  IndiGo6E  PMCBacHForum  PMOIndia  AmitShahOffice  DasShaktikanta  RBI  sunnyfernandes  BBCWorld  nytimes Humiliated by being made beggars  Shattered and destroyed by deaths and difficult living condition  PMB Bank depositors have no justice till now without their access to their full money  No crime committed yet being made a scapegoat  GOD is watching ,1438408236399403013,False, TreesaChacko10  kmonka  nsitharaman  IndiGo6E  PMCBacHForum  PMOIndia  AmitShahOffice  DasShaktikanta  RBI  sunnyfernandes  BBCWorld  nytimes Humiliated by being made beggars  Shattered and destroyed by deaths and difficult living condition  PMB Bank depositors have no justice till now without their access to their full money  No crime committed yet being made a scapegoat  GOD is watching ,2021-09-16T07:43:42.000Z,India,"@TreesaChacko10 @kmonka @nsitharaman @IndiGo6E @PMCBacHForum @PMOIndia @AmitShahOffice @DasShaktikanta @RBI @sunnyfernandes @BBCWorld @nytimes Humiliated by being made beggars, Shattered and destroyed by deaths and difficult living condition. PMB Bank depositors have no justice till now without their access to their full money, No crime committed yet being made a scapegoat. GOD is watching.",[],[],"['TreesaChacko10', 'kmonka', 'nsitharaman', 'IndiGo6E', 'PMCBacHForum', 'PMOIndia', 'AmitShahOffice', 'DasShaktikanta', 'RBI']",['https://t.co/CB06jZhoUP'],
53,hi,1412801596212142082,58243368, nsitharaman  smritiirani  DarshanaJardosh  PratimaBhoumik  ShobhaBJP  bharati mp  M Lekhi  AnupriyaSPatel  Annapurna4BJP  JPNadda bharti nari hai sab par bhar   kiyoki sas bhi kabhi bahu thi   ,1440182444682924034,False,,2021-09-21T05:13:46.000Z,India,@nsitharaman @smritiirani @DarshanaJardosh @PratimaBhoumik @ShobhaBJP @bharati_mp @M_Lekhi @AnupriyaSPatel @Annapurna4BJP @JPNadda bharti nari hai sab par bhar...kiyoki sas bhi kabhi bahu thi...🌞🌞🌞,['🌞'],[],"['nsitharaman', 'smritiirani', 'DarshanaJardosh', 'PratimaBhoumik', 'ShobhaBJP', 'bharati_mp', 'M_Lekhi', 'AnupriyaSPatel']",['https://t.co/nj7eVu11eL'], nsitharaman  smritiirani  DarshanaJardosh  PratimaBhoumik  ShobhaBJP  bharati mp  M Lekhi  AnupriyaSPatel  Annapurna4BJP  JPNadda bharti nari hai sab par bhar   kiyoki sas bhi kabhi bahu thi   
