,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_es,text_hi
99,en,1440995742672248842,876651931229233152, soumyaandpintu  CuttackDM Vaccine head supply vaccine to private by taking money  amp  also govt institution no free vaccine money transaction is going on particular CITY HOSPITAL  Check CC camera,1441052632802594816,False, soumyaandpintu  CuttackDM Vaccine head supply vaccine to private by taking money  amp  also govt institution no free vaccine money transaction is going on particular CITY HOSPITAL  Check CC camera,2021-09-23T14:51:35.000Z,India,"@soumyaandpintu @CuttackDM Vaccine head supply vaccine to private by taking money &amp; also govt institution no free vaccine money transaction is going on particular CITY HOSPITAL .
Check CC camera",[],[],"['soumyaandpintu', 'CuttackDM']",['https://t.co/f9c9Ls6nbK'],,
100,en,1440995742672248842,876651931229233152, CuttackDM Right now also slot open after 8pm online all booked  There is no change in any activity no reply to innocent nor any action  you just open slot according to ur want not for public  Only twitting at 6pm open but it open at ur time we all fade up can u plz provide DM mob no   ,1441051387937370120,False, CuttackDM Right now also slot open after 8pm online all booked  There is no change in any activity no reply to innocent nor any action  you just open slot according to ur want not for public  Only twitting at 6pm open but it open at ur time we all fade up can u plz provide DM mob no   ,2021-09-23T14:46:38.000Z,India,@CuttackDM Right now also slot open after 8pm online all booked. There is no change in any activity no reply to innocent nor any action .you just open slot according to ur want not for public. Only twitting at 6pm open but it open at ur time.we all fade up.can u plz provide DM mob no???,[],[],['CuttackDM'],['https://t.co/Au7CrTwwQ1'],,
101,en,1440995742672248842,876651931229233152, CuttackDM Sir  it is to be 8 pm   When will be start slot booking ,1441045959824199684,False, CuttackDM Sir  it is to be 8 pm   When will be start slot booking ,2021-09-23T14:25:04.000Z,India,"@CuttackDM Sir, it is to be 8 pm , When will be start slot booking?",[],[],['CuttackDM'],[],,
102,en,1440995742672248842,876651931229233152, CuttackDM But in saliour area why not available,1441044067190640640,False, CuttackDM But in saliour area why not available,2021-09-23T14:17:33.000Z,India,@CuttackDM But in saliour area why not available,[],[],['CuttackDM'],[],,
103,en,1440995742672248842,876651931229233152, CuttackDM Till now CVC list not disclosed,1441038564444176385,False, CuttackDM Till now CVC list not disclosed,2021-09-23T13:55:41.000Z,India,@CuttackDM Till now CVC list not disclosed,[],[],['CuttackDM'],[],,
104,en,1440995742672248842,876651931229233152, CuttackDM Salipur  nischintakoili    To come or not   plz reply,1441033253616373771,False, CuttackDM Salipur  nischintakoili    To come or not   plz reply,2021-09-23T13:34:35.000Z,India,"@CuttackDM Salipur, nischintakoili    To come or not ? plz reply",[],[],['CuttackDM'],[],,
105,en,1440995742672248842,876651931229233152, CuttackDM Or any one have idea about for 1st Or 2nd dose ,1441032724244885513,False, CuttackDM Or any one have idea about for 1st Or 2nd dose ,2021-09-23T13:32:29.000Z,India,@CuttackDM Or any one have idea about for 1st Or 2nd dose?,[],[],['CuttackDM'],[],,
106,en,1440995742672248842,876651931229233152, CuttackDM Sir please mention for 1st Or 2nd does  It s really confusing,1441032621383843846,False, CuttackDM Sir please mention for 1st Or 2nd does  It s really confusing,2021-09-23T13:32:04.000Z,India,@CuttackDM Sir please mention for 1st Or 2nd does. It's really confusing,[],[],['CuttackDM'],[],,
107,en,1440995742672248842,876651931229233152, CuttackDM Know they are selling vaccines to private hospital government need money ,1441031566352797711,False, CuttackDM Know they are selling vaccines to private hospital government need money ,2021-09-23T13:27:53.000Z,India,@CuttackDM Know they are selling vaccines to private hospital government need money 💰💰💰💰💰,['💰'],[],['CuttackDM'],[],,
108,en,1440995742672248842,876651931229233152, CuttackDM Why aren t we getting center list anymore   Earlier the blocks  amp  ULBs were getting vaccines 3 days a week  Now it s completely abrupt  Kendrapara district is getting vaccines every day at each center  Where are the vaccines going in Cuttack  Are they going to private hospitals ,1441030774862409735,False, CuttackDM Why aren t we getting center list anymore   Earlier the blocks  amp  ULBs were getting vaccines 3 days a week  Now it s completely abrupt  Kendrapara district is getting vaccines every day at each center  Where are the vaccines going in Cuttack  Are they going to private hospitals ,2021-09-23T13:24:44.000Z,India,@CuttackDM Why aren't we getting center list anymore ? Earlier the blocks &amp; ULBs were getting vaccines 3 days a week. Now it's completely abrupt. Kendrapara district is getting vaccines every day at each center. Where are the vaccines going in Cuttack. Are they going to private hospitals?,[],[],['CuttackDM'],['https://t.co/qWPmhNqWRG'],,
109,en,1440995742672248842,876651931229233152, CuttackDM List,1441024299033186306,False, CuttackDM List,2021-09-23T12:59:00.000Z,India,@CuttackDM List,[],[],['CuttackDM'],[],,
110,es,1440995742672248842,876651931229233152, CuttackDM Matra 11 ta centre https   t co 5bikzmV5V4,1441024286077034496,False,,2021-09-23T12:58:57.000Z,India,@CuttackDM Matra 11 ta centre😂😂 https://t.co/5bikzmV5V4,['😂'],[],['CuttackDM'],[], CuttackDM Matra 11 ta centre https   t co 5bikzmV5V4,
111,en,1440995742672248842,876651931229233152, CuttackDM Center list plsss,1441022556291485705,False, CuttackDM Center list plsss,2021-09-23T12:52:04.000Z,India,@CuttackDM Center list plsss,[],[],['CuttackDM'],[],,
112,en,1440995742672248842,876651931229233152, CuttackDM Please all center list,1441021476774109195,False, CuttackDM Please all center list,2021-09-23T12:47:47.000Z,India,@CuttackDM Please all center list,[],[],['CuttackDM'],[],,
113,en,1440995742672248842,876651931229233152, soumyaandpintu  CuttackDM Exactly     like everything was smooth before with cmc providing the list   No idea why was the change necessary ,1441020636881506318,False, soumyaandpintu  CuttackDM Exactly     like everything was smooth before with cmc providing the list   No idea why was the change necessary ,2021-09-23T12:44:27.000Z,India,@soumyaandpintu @CuttackDM Exactly.... like everything was smooth before with cmc providing the list.. No idea why was the change necessary.,[],[],"['soumyaandpintu', 'CuttackDM']",[],,
114,en,1440995742672248842,876651931229233152, soumyaandpintu  CuttackDM Write,1441020397957177349,False, soumyaandpintu  CuttackDM Write,2021-09-23T12:43:30.000Z,India,@soumyaandpintu @CuttackDM Write,[],[],"['soumyaandpintu', 'CuttackDM']",[],,
115,en,1440995742672248842,876651931229233152, soumyaandpintu  CuttackDM Black will take no other hue They are still of the adamant opinion that they did nothing wrong ,1441015557982023686,False, soumyaandpintu  CuttackDM Black will take no other hue They are still of the adamant opinion that they did nothing wrong ,2021-09-23T12:24:16.000Z,India,@soumyaandpintu @CuttackDM 😀😀Black will take no other hue.😀😀They are still of the adamant opinion that they did nothing wrong.,['😀'],[],"['soumyaandpintu', 'CuttackDM']",[],,
116,en,1440995742672248842,876651931229233152, CuttackDM Upload the list,1441012175150071821,False, CuttackDM Upload the list,2021-09-23T12:10:49.000Z,India,@CuttackDM Upload the list,[],[],['CuttackDM'],[],,
117,en,1440995742672248842,876651931229233152, CuttackDM Details,1441012120275984395,False, CuttackDM Details,2021-09-23T12:10:36.000Z,India,@CuttackDM Details,[],[],['CuttackDM'],[],,
118,en,1440995742672248842,876651931229233152, CuttackDM Provide the list of vaccination centers,1441011754650112009,False, CuttackDM Provide the list of vaccination centers,2021-09-23T12:09:09.000Z,India,@CuttackDM Provide the list of vaccination centers,[],[],['CuttackDM'],[],,
119,en,1440995742672248842,876651931229233152, CuttackDM Sir please attach the available slot with the name of vaccination center,1441011441914376215,False, CuttackDM Sir please attach the available slot with the name of vaccination center,2021-09-23T12:07:55.000Z,India,@CuttackDM Sir please attach the available slot with the name of vaccination center,[],[],['CuttackDM'],[],,
120,en,1440995742672248842,876651931229233152, CuttackDM Sir where is 23rd September vaccination booking It was not open at 6pm to book ,1441007981445873664,False, CuttackDM Sir where is 23rd September vaccination booking It was not open at 6pm to book ,2021-09-23T11:54:10.000Z,India,"@CuttackDM Sir where is 23rd September vaccination booking?
It was not open at 6pm to book.",[],[],['CuttackDM'],[],,
121,en,1440995742672248842,876651931229233152, CuttackDM sir  today slot  nahi kiii,1441007650611757067,False, CuttackDM sir  today slot  nahi kiii,2021-09-23T11:52:51.000Z,India,@CuttackDM sir  today slot  nahi kiii,[],[],['CuttackDM'],[],,
122,en,1440995742672248842,876651931229233152, CuttackDM Shame on cuttack adminstrator   Cuttack is 2nd most populous district in Odisha but day to day vaccination drive is going slowly Please available as much as possible vaccination for rural people,1441007322986213379,False, CuttackDM Shame on cuttack adminstrator   Cuttack is 2nd most populous district in Odisha but day to day vaccination drive is going slowly Please available as much as possible vaccination for rural people,2021-09-23T11:51:33.000Z,India,"@CuttackDM Shame on cuttack adminstrator , Cuttack is 2nd most populous district in Odisha but day to day vaccination drive is going slowly 
Please available as much as possible vaccination for rural people",[],[],['CuttackDM'],['https://t.co/ojpzG0ngO5'],,
123,en,1440995742672248842,876651931229233152, CuttackDM Where is the vaccination centre name   CuttackDM  CMCCuttack plz give centre name,1441007028642533381,False, CuttackDM Where is the vaccination centre name   CuttackDM  CMCCuttack plz give centre name,2021-09-23T11:50:22.000Z,India,@CuttackDM Where is the vaccination centre name ?@CuttackDM @CMCCuttack plz give centre name,[],[],"['CuttackDM', 'CuttackDM', 'CMCCuttack']",[],,
124,en,1440995742672248842,876651931229233152, CuttackDM sir center name,1441006534792675329,False, CuttackDM sir center name,2021-09-23T11:48:25.000Z,India,@CuttackDM sir center name,[],[],['CuttackDM'],[],,
125,en,1440995742672248842,876651931229233152, CuttackDM They are making us fool   ,1441005975675170819,False, CuttackDM They are making us fool   ,2021-09-23T11:46:11.000Z,India,@CuttackDM They are making us fool...,[],[],['CuttackDM'],[],,
126,en,1440995742672248842,876651931229233152, CuttackDM List    ,1441005317207117828,False, CuttackDM List    ,2021-09-23T11:43:34.000Z,India,@CuttackDM List ???,[],[],['CuttackDM'],[],,
127,en,1440995742672248842,876651931229233152, HIMANSH24568379  CuttackDM Is it true ,1441004065006051343,False, HIMANSH24568379  CuttackDM Is it true ,2021-09-23T11:38:36.000Z,India,@HIMANSH24568379 @CuttackDM Is it true 🙄🙄🙄,['🙄'],[],"['HIMANSH24568379', 'CuttackDM']",[],,
128,en,1440994041336717315,356838190, soodvivek202 Boris Johnson is a liar  First he said needed 12 weeks to flatten the curve  Then he said we d be back to normal by Xmas  The  new normal  of on off lockdowns and mandatory mask wearing is here to stay  The restrictions won t be PERMANENTLY lifted until the public stop complying ,1440994179568517121,False, soodvivek202 Boris Johnson is a liar  First he said needed 12 weeks to flatten the curve  Then he said we d be back to normal by Xmas  The  new normal  of on off lockdowns and mandatory mask wearing is here to stay  The restrictions won t be PERMANENTLY lifted until the public stop complying ,2021-09-23T10:59:19.000Z,India,@soodvivek202 Boris Johnson is a liar. First he said needed 12 weeks to flatten the curve. Then he said we'd be back to normal by Xmas. The 'new normal' of on/off lockdowns and mandatory mask wearing is here to stay. The restrictions won't be PERMANENTLY lifted until the public stop complying.,[],[],['soodvivek202'],['https://t.co/vXICNHUs1p'],,
129,en,1440993952816005131,636855144, IpsitaTOI  RajeevArora87  cmohry please help save my daughter  1 year old  HelpKhyati suffering with  SMA type1  she needs the world s costliest  ZolGenSMA  16Crores She is in PICU  amp  needs you kindness right now  DONATE  amp  AMPLIFY  https   t co eSdh4qT7dN https   t co WJzJ5Mj6uX https   t co z98YbxjZC3,1441049398201311235,False, IpsitaTOI  RajeevArora87  cmohry please help save my daughter  1 year old  HelpKhyati suffering with  SMA type1  she needs the world s costliest  ZolGenSMA  16Crores She is in PICU  amp  needs you kindness right now  DONATE  amp  AMPLIFY  https   t co eSdh4qT7dN https   t co WJzJ5Mj6uX https   t co z98YbxjZC3,2021-09-23T14:38:44.000Z,India,"@IpsitaTOI @RajeevArora87 @cmohry please help save my daughter, 1 year old @HelpKhyati suffering with #SMA type1. she needs the world's costliest #ZolGenSMA (16Crores)
She is in PICU &amp; needs you kindness right now. 
🙏🙏
DONATE &amp; AMPLIFY: https://t.co/eSdh4qT7dN 
https://t.co/WJzJ5Mj6uX https://t.co/z98YbxjZC3",['🙏'],['SMA'],"['IpsitaTOI', 'RajeevArora87', 'cmohry', 'HelpKhyati']",['https://t.co/xtxPO9w9bI'],,
130,en,1440990515088875522,49297056, nehakhanna 07  UKinIndia  BorisJohnson  trussliz  DrSJaishankar  mansukhmandviya  MoHFW INDIA When Britain starts trusting our certificates ,1440991535630225411,False, nehakhanna 07  UKinIndia  BorisJohnson  trussliz  DrSJaishankar  mansukhmandviya  MoHFW INDIA When Britain starts trusting our certificates ,2021-09-23T10:48:49.000Z,India,@nehakhanna_07 @UKinIndia @BorisJohnson @trussliz @DrSJaishankar @mansukhmandviya @MoHFW_INDIA When Britain starts trusting our certificates.,[],[],"['nehakhanna_07', 'UKinIndia', 'BorisJohnson', 'trussliz', 'DrSJaishankar', 'mansukhmandviya', 'MoHFW_INDIA']",['https://t.co/tWGmaPDjol'],,
131,en,1440983686615285761,1023129020240674816, ayonliners  AlexWEllis  adarpoonawalla  BBCIndia Politicians government advisers who broke lockdown social distancing rules  Dominic Cummings  most famously   Robert Jenrick  Stephen Kinnock  Catherine Calderwood  Neil Ferguson  Rosie Duffield  None of them were fined  Why should the public follow the dystopian rules ,1440983870392897543,False, ayonliners  AlexWEllis  adarpoonawalla  BBCIndia Politicians government advisers who broke lockdown social distancing rules  Dominic Cummings  most famously   Robert Jenrick  Stephen Kinnock  Catherine Calderwood  Neil Ferguson  Rosie Duffield  None of them were fined  Why should the public follow the dystopian rules ,2021-09-23T10:18:21.000Z,India,"@ayonliners @AlexWEllis @adarpoonawalla @BBCIndia Politicians/government advisers who broke lockdown/social distancing rules: Dominic Cummings (most famously), Robert Jenrick, Stephen Kinnock, Catherine Calderwood, Neil Ferguson, Rosie Duffield. None of them were fined. Why should the public follow the dystopian rules?",[],[],"['ayonliners', 'AlexWEllis', 'adarpoonawalla', 'BBCIndia']",['https://t.co/gfDnPVK4AP'],,
132,en,1440983279658700819,1116683091207049218, ShaibazShah7 You Strong ,1441069568668028929,False, ShaibazShah7 You Strong ,2021-09-23T15:58:53.000Z,India,@ShaibazShah7 You Strong 💪❤️,"['❤️', '💪']",[],['ShaibazShah7'],[],,
133,en,1440982225089032195,1140643898345132032, mybmcWardRS  mybmc  mybmcWardRS save 2 illegal gates cabin bathroom amp  shed of UK Vedic height 300 complain year gone now bmc saying its SRA building contrary bmc took action on 2 legal flats of same building 4 Rsouth ward BMC employee involved in  corruption  KishoriPednekar  IqbalSinghChah2  Mumbai,1441052354019610633,False, mybmcWardRS  mybmc  mybmcWardRS save 2 illegal gates cabin bathroom amp  shed of UK Vedic height 300 complain year gone now bmc saying its SRA building contrary bmc took action on 2 legal flats of same building 4 Rsouth ward BMC employee involved in  corruption  KishoriPednekar  IqbalSinghChah2  Mumbai,2021-09-23T14:50:29.000Z,India,"@mybmcWardRS @mybmc @mybmcWardRS save 2 illegal gates,cabin,bathroom&amp; shed of UK Vedic height.300 complain,year gone,now bmc saying its SRA building,contrary bmc took action on 2 legal flats of same building.4 Rsouth ward BMC employee involved in #corruption @KishoriPednekar @IqbalSinghChah2 #Mumbai",[],[],"['mybmcWardRS', 'mybmc', 'mybmcWardRS']",['https://t.co/yLK9IeCTWM'],,
134,en,1440982225089032195,1140643898345132032, mybmcWardRS  mybmc  mybmc walking is for 18  or 45  ,1441043811572977664,False, mybmcWardRS  mybmc  mybmc walking is for 18  or 45  ,2021-09-23T14:16:32.000Z,India,@mybmcWardRS @mybmc @mybmc walking is for 18+ or 45+?,[],[],"['mybmcWardRS', 'mybmc', 'mybmc']",[],,
135,en,1440982225089032195,1140643898345132032, Cinematicgopi  mybmcWardRS  mybmc That s true ,1441014272364998656,False, Cinematicgopi  mybmcWardRS  mybmc That s true ,2021-09-23T12:19:09.000Z,India,@Cinematicgopi @mybmcWardRS @mybmc That's true.,[],[],"['Cinematicgopi', 'mybmcWardRS', 'mybmc']",[],,
136,en,1440982225089032195,1140643898345132032, mybmcWardRS  mybmc Without showing any free slots till a moment ago all slots are now booked  What a wonderful scam this is by  mybmc great going you guys are living upto your reputation ,1441012182343462914,False, mybmcWardRS  mybmc Without showing any free slots till a moment ago all slots are now booked  What a wonderful scam this is by  mybmc great going you guys are living upto your reputation ,2021-09-23T12:10:51.000Z,India,@mybmcWardRS @mybmc Without showing any free slots till a moment ago all slots are now booked. What a wonderful scam this is by @mybmc great going you guys are living upto your reputation 👍,['👍'],[],"['mybmcWardRS', 'mybmc']",['https://t.co/6qKhhuquWO'],,
137,en,1440982225089032195,1140643898345132032, mybmcWardRS  mybmc What a joke    booking time is 5 30 pm    its almost 10 mins past still it shows booking NA,1441011644541415428,False, mybmcWardRS  mybmc What a joke    booking time is 5 30 pm    its almost 10 mins past still it shows booking NA,2021-09-23T12:08:43.000Z,India,@mybmcWardRS @mybmc What a joke... booking time is 5.30 pm... its almost 10 mins past still it shows booking NA,[],[],"['mybmcWardRS', 'mybmc']",[],,
138,en,1440982225089032195,1140643898345132032, mybmcWardRS  mybmc I have help many people in their vaccination booking  still Going on   if anyone want appointment booking plsz dm  ,1441000299108257795,False, mybmcWardRS  mybmc I have help many people in their vaccination booking  still Going on   if anyone want appointment booking plsz dm  ,2021-09-23T11:23:38.000Z,India,@mybmcWardRS @mybmc I have help many people in their vaccination booking..still Going on...if anyone want appointment booking plsz dm..,[],[],"['mybmcWardRS', 'mybmc']",[],,
139,en,1440982113730314240,1160162992983400448, businessupturn Sweden never imposed a national lockdown  Sweden has recorded fewer deaths per million than the UK  It s not because of population density  Stockholm has fewer deaths than Manchester  a similar size city   Why do Brits have to live in a police state ,1440982265421574145,False, businessupturn Sweden never imposed a national lockdown  Sweden has recorded fewer deaths per million than the UK  It s not because of population density  Stockholm has fewer deaths than Manchester  a similar size city   Why do Brits have to live in a police state ,2021-09-23T10:11:58.000Z,India,"@businessupturn Sweden never imposed a national lockdown. Sweden has recorded fewer deaths per million than the UK. It's not because of population density, Stockholm has fewer deaths than Manchester (a similar size city). Why do Brits have to live in a police state?",[],[],['businessupturn'],['https://t.co/GMDA3aAXzo'],,
140,en,1440980872685973507,1123978548728012810, Apaaarnaaa Wo bhi bina mask ke  As per people think  vaccinated means no mask ,1440988137992327173,False, Apaaarnaaa Wo bhi bina mask ke  As per people think  vaccinated means no mask ,2021-09-23T10:35:19.000Z,India,@Apaaarnaaa 😂😂😂Wo bhi bina mask ke (As per people think) vaccinated means no mask 😂,['😂'],[],['Apaaarnaaa'],[],,
141,en,1440980872685973507,1123978548728012810, Gaurang321  PoisonMeNow Ab to bina mask ke ,1440984318487121922,False, Gaurang321  PoisonMeNow Ab to bina mask ke ,2021-09-23T10:20:08.000Z,India,@Gaurang321 @PoisonMeNow Ab to bina mask ke 😂😂😂😂😂😂,['😂'],[],"['Gaurang321', 'PoisonMeNow']",[],,
142,en,1440979441849561089,1409807127770583040,All slots at the center booked in 4 min 56 seconds,1440980704918007812,False,All slots at the center booked in 4 min 56 seconds,2021-09-23T10:05:46.000Z,India,All slots at the center booked in 4 min 56 seconds,[],[],[],[],,
143,en,1440979408618094593,1409807127770583040,All slots at the center booked in 5 min 0 seconds,1440980705299689473,False,All slots at the center booked in 5 min 0 seconds,2021-09-23T10:05:46.000Z,India,All slots at the center booked in 5 min 0 seconds,[],[],[],[],,
144,en,1440979376384839690,1140632241216737280, SurjitGupta67  mybmcWardPS  mybmc Its walkin,1441031780220297221,False, SurjitGupta67  mybmcWardPS  mybmc Its walkin,2021-09-23T13:28:44.000Z,India,@SurjitGupta67 @mybmcWardPS @mybmc Its walkin,[],[],"['SurjitGupta67', 'mybmcWardPS', 'mybmc']",[],,
145,en,1440979376384839690,1140632241216737280, mybmcWardPS  mybmc Why are the number of centres been reduced ,1441017191231492096,False, mybmcWardPS  mybmc Why are the number of centres been reduced ,2021-09-23T12:30:45.000Z,India,@mybmcWardPS @mybmc Why are the number of centres been reduced?,[],[],"['mybmcWardPS', 'mybmc']",[],,
146,en,1440979376384839690,1140632241216737280, mybmcWardPS  mybmc How to book slot  There is no name in umang app or web site,1441010524351651845,False, mybmcWardPS  mybmc How to book slot  There is no name in umang app or web site,2021-09-23T12:04:16.000Z,India,"@mybmcWardPS @mybmc How to book slot ?
There is no name in umang app or web site",[],[],"['mybmcWardPS', 'mybmc']",[],,
147,en,1440975975857082368,164182028, advkarthiksesha  grumpeoldman like the world needs another discrimination tool  isn t it asinine to seek passports when vaccines themselves are increasing infections  hospitalizations  and death while early treatment with cheap drugs builds robust immunity  which does not need boosters  will not lead to ADE,1440980616351125505,False, advkarthiksesha  grumpeoldman like the world needs another discrimination tool  isn t it asinine to seek passports when vaccines themselves are increasing infections  hospitalizations  and death while early treatment with cheap drugs builds robust immunity  which does not need boosters  will not lead to ADE,2021-09-23T10:05:25.000Z,India,"@advkarthiksesha @grumpeoldman like the world needs another discrimination tool, isn't it asinine to seek passports when vaccines themselves are increasing infections, hospitalizations  and death?

while early treatment with cheap drugs builds robust immunity  which does not need boosters, will not lead to ADE",[],[],"['advkarthiksesha', 'grumpeoldman']",['https://t.co/zPgtbF3YF9'],,
148,en,1440975384208576512,134758540, timesofindia It s ultimate hippocracy   The vaccine certificate of UK is hand written whereas in India it is system generated with QR Code  ,1440977687904878592,False, timesofindia It s ultimate hippocracy   The vaccine certificate of UK is hand written whereas in India it is system generated with QR Code  ,2021-09-23T09:53:47.000Z,India,@timesofindia It's ultimate hippocracy.  The vaccine certificate of UK is hand written whereas in India it is system generated with QR Code .,[],[],['timesofindia'],['https://t.co/tQHJgF64Lq'],,
149,en,1440975384208576512,134758540, timesofindia Covid drama is going on for past 19 monthsCovid is a Lifestyle disease Love https   t co UGOFQ5oaxJ,1440976755217494018,False, timesofindia Covid drama is going on for past 19 monthsCovid is a Lifestyle disease Love https   t co UGOFQ5oaxJ,2021-09-23T09:50:05.000Z,India,"@timesofindia Covid drama is going on for past 19 months
Covid is a Lifestyle disease
#Love https://t.co/UGOFQ5oaxJ",[],['Love'],['timesofindia'],[],,
150,en,1440975295717117953,371730289, digvijaya 28  inshorts If you don t kno you keep quiet Yes it is coz of photo of modi   not coz of pappu Burnol moment for you ,1441072412448083986,False, digvijaya 28  inshorts If you don t kno you keep quiet Yes it is coz of photo of modi   not coz of pappu Burnol moment for you ,2021-09-23T16:10:11.000Z,India,"@digvijaya_28 @inshorts If you don't kno you keep quiet.
Yes it is coz of photo of modi...not coz of pappu!
Burnol moment for you.",[],[],"['digvijaya_28', 'inshorts']",[],,
151,hi,1440975295717117953,371730289, digvijaya 28  inshorts बीजेपी मुर्दाबाद मुर्दाबाद,1441059694315905036,False,,2021-09-23T15:19:39.000Z,India,@digvijaya_28 @inshorts बीजेपी मुर्दाबाद मुर्दाबाद,[],[],"['digvijaya_28', 'inshorts']",[],, digvijaya 28  inshorts बीजेपी मुर्दाबाद मुर्दाबाद
152,hi,1440975295717117953,371730289, digvijaya 28  inshorts राजा साहब जिंदाबाद जिंदाबाद ,1441059577412288516,False,,2021-09-23T15:19:11.000Z,India,@digvijaya_28 @inshorts राजा साहब जिंदाबाद जिंदाबाद 🙏🙏,['🙏'],[],"['digvijaya_28', 'inshorts']",[],, digvijaya 28  inshorts राजा साहब जिंदाबाद जिंदाबाद 
153,hi,1440975295717117953,371730289, digvijaya 28  inshorts उम्र देख लो अपनी और बोली देख लो आपकी गलती नहीं है आप ऐसे पार्टी में हो जहाँ संस्कार नाम की कोई चीज़ नहीं है ।। बाकी बागवान आपको सद्बुद्धि दें आप उम्र की अंतिम पड़ाव में हो कुछ पुण्य कर लो ।,1441016920933761037,False,,2021-09-23T12:29:41.000Z,India,@digvijaya_28 @inshorts उम्र देख लो अपनी और बोली देख लो आपकी गलती नहीं है आप ऐसे पार्टी में हो जहाँ संस्कार नाम की कोई चीज़ नहीं है ।। बाकी बागवान आपको सद्बुद्धि दें आप उम्र की अंतिम पड़ाव में हो कुछ पुण्य कर लो ।,[],[],"['digvijaya_28', 'inshorts']",['https://t.co/TVOg7f7F8h'],, digvijaya 28  inshorts उम्र देख लो अपनी और बोली देख लो आपकी गलती नहीं है आप ऐसे पार्टी में हो जहाँ संस्कार नाम की कोई चीज़ नहीं है ।। बाकी बागवान आपको सद्बुद्धि दें आप उम्र की अंतिम पड़ाव में हो कुछ पुण्य कर लो ।
154,en,1440975295717117953,371730289, digvijaya 28  inshorts During cong rule no country used to listen to indian govt but now all countries give due consideration to our demands and listen to us carefully and act on our demands or concerns  ,1441015009438408708,False, digvijaya 28  inshorts During cong rule no country used to listen to indian govt but now all countries give due consideration to our demands and listen to us carefully and act on our demands or concerns  ,2021-09-23T12:22:05.000Z,India,"@digvijaya_28 @inshorts During cong rule no country used to listen to indian govt but now,all countries give due consideration to our demands and listen to us carefully and act on our demands or concerns .",[],[],"['digvijaya_28', 'inshorts']",['https://t.co/yuDUfKvRz0'],,
155,en,1440975295717117953,371730289, digvijaya 28  AmentoTzhimo  inshorts The reason for extra precaution is because the photo displayed on the certificates is of a more deadly virus than COVID ,1440996654014992391,False, digvijaya 28  AmentoTzhimo  inshorts The reason for extra precaution is because the photo displayed on the certificates is of a more deadly virus than COVID ,2021-09-23T11:09:09.000Z,India,@digvijaya_28 @AmentoTzhimo @inshorts The reason for extra precaution is because the photo displayed on the certificates is of a more deadly virus than COVID.,[],[],"['digvijaya_28', 'AmentoTzhimo', 'inshorts']",['https://t.co/fosQpX5GQx'],,
156,en,1440975295717117953,371730289, digvijaya 28  inshorts Khoonsat dog again barked ,1440995372898287618,False, digvijaya 28  inshorts Khoonsat dog again barked ,2021-09-23T11:04:03.000Z,India,@digvijaya_28 @inshorts Khoonsat dog again barked.,[],[],"['digvijaya_28', 'inshorts']",[],,
157,hi,1440975295717117953,371730289, digvijaya 28  inshorts चीचा इतना झूठ मत परोसा करो हजाम खराब हो जायेगा  https   t co c5SrYD3I9z,1440987365590269958,False,,2021-09-23T10:32:14.000Z,India,@digvijaya_28 @inshorts चीचा इतना झूठ मत परोसा करो हजाम खराब हो जायेगा 👇👇👇👇👇👇 https://t.co/c5SrYD3I9z,['👇'],[],"['digvijaya_28', 'inshorts']",[],, digvijaya 28  inshorts चीचा इतना झूठ मत परोसा करो हजाम खराब हो जायेगा  https   t co c5SrYD3I9z
158,en,1440975295717117953,371730289, digvijaya 28  inshorts Indian vaccine is not acceptable anymore in Britain,1440984606925365249,False, digvijaya 28  inshorts Indian vaccine is not acceptable anymore in Britain,2021-09-23T10:21:17.000Z,India,@digvijaya_28 @inshorts Indian vaccine is not acceptable anymore in Britain🤣,['🤣'],[],"['digvijaya_28', 'inshorts']",[],,
159,hi,1440975295717117953,371730289, digvijaya 28  inshorts चच्चा के हिन्दी समझ में नाही आवत रहा त अंगरेजी में ट्वीट करै लागेन तालीबानी भाषा मे कब ट्वीट करब चच्चा धन्य हो मोदीराज विपक्षिन के कहां कहां से निकलें आवाज ,1440982546674683904,False,,2021-09-23T10:13:05.000Z,India,"@digvijaya_28 @inshorts चच्चा के हिन्दी समझ में नाही आवत रहा त अंगरेजी में ट्वीट करै लागेन 😝😝😝😝
तालीबानी भाषा मे कब ट्वीट करब चच्चा 😜😜😜😜😜

धन्य हो मोदीराज 🙏🙏
विपक्षिन के कहां कहां से निकलें आवाज 😂😂","['😝', '🙏', '😂', '😜']",[],"['digvijaya_28', 'inshorts']",['https://t.co/zEsdxHc6NZ'],, digvijaya 28  inshorts चच्चा के हिन्दी समझ में नाही आवत रहा त अंगरेजी में ट्वीट करै लागेन तालीबानी भाषा मे कब ट्वीट करब चच्चा धन्य हो मोदीराज विपक्षिन के कहां कहां से निकलें आवाज 
160,en,1440975295717117953,371730289, digvijaya 28  inshorts Tit for tat rule will be applied ,1440981467383828482,False, digvijaya 28  inshorts Tit for tat rule will be applied ,2021-09-23T10:08:48.000Z,India,@digvijaya_28 @inshorts Tit for tat rule will be applied.,[],[],"['digvijaya_28', 'inshorts']",[],,
